@relation JM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
19,35,0,4,18,18,1,171,93.6,54.57,278742.94,1.7,783,0.02,15485.72,5107.95,369,414,71,21,196,N
2,1,1,0,1,1,1,6,16.91,9,1369.93,0.05,44,0.11,76.11,152.21,15,29,5,6,11,N
2,13,0,6,7,2,3,26,18.82,21.7,8862.8,0.14,79,0.05,492.38,408.42,31,48,15,21,36,N
1,1,0,0,1,1,1,4,20,5,500,0.03,25,0.2,27.78,100,10,15,8,8,7,N
0,3,0,0,2,2,1,14,17.16,13.12,2955.43,0.08,54,0.08,164.19,225.18,21,33,8,10,16,N
1,1,0,0,1,1,1,7,38.65,5,966.31,0.06,44,0.2,53.68,193.26,20,24,14,7,10,N
4,1,0,0,1,1,1,10,32.72,8.86,2567.36,0.1,65,0.11,142.63,289.86,31,34,14,8,16,N
4,3,0,1,2,1,1,20,32.77,8.75,2508.86,0.1,61,0.11,139.38,286.73,28,33,16,10,27,Y
1,9,0,0,5,3,1,49,55.26,21.29,25051.45,0.39,200,0.05,1391.75,1176.53,97,103,41,18,52,N
4,13,0,2,7,5,7,12,18.1,19.5,6882.19,0.12,76,0.05,382.34,352.93,26,50,10,15,20,N
10,11,0,17,6,6,5,40,40.7,18.18,13453.78,0.25,141,0.06,747.43,739.96,50,91,22,16,69,N
0,9,0,0,5,1,1,9,10.31,16,2638.53,0.05,46,0.06,146.59,164.91,16,30,4,8,11,Y
3,1,0,0,1,1,1,9,11.09,16,2840.25,0.06,56,0.06,157.79,177.52,16,40,3,6,14,N
0,3,0,0,2,2,1,11,14.09,5.4,410.98,0.03,22,0.19,22.83,76.11,9,13,5,6,13,N
2,3,0,0,2,1,1,13,25.66,9.17,2156.23,0.08,52,0.11,119.79,235.23,20,32,12,11,18,N
4,7,0,3,4,4,4,32,50.51,24.19,29548.21,0.41,200,0.04,1641.57,1221.7,80,120,43,26,41,Y
3,5,0,0,3,2,1,17,16.9,11.67,2300.12,0.07,43,0.09,127.78,197.15,14,29,9,15,22,Y
15,31,2,11,16,13,10,76,67.95,32.52,71864.88,0.74,363,0.03,3992.49,2209.75,136,227,46,22,107,Y
2,5,0,0,3,1,3,10,9.2,12,1324.34,0.04,27,0.08,73.57,110.36,10,17,5,12,14,N
3,1,0,0,1,1,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,7,N
5,5,0,0,3,2,3,6,23.55,9.29,2031.02,0.07,46,0.11,112.83,218.72,20,26,14,13,13,Y
1,1,0,1,1,1,1,3,10.63,3.75,149.49,0.01,12,0.27,8.3,39.86,5,7,4,6,7,N
10,9,3,5,5,4,1,48,40.59,29.52,35372.19,0.4,230,0.03,1965.12,1198.17,97,133,23,14,68,N
8,3,0,6,2,2,1,20,24.25,16,6207.53,0.13,87,0.06,344.86,387.97,32,55,11,11,38,N
15,5,0,1,3,1,1,36,102.08,24.56,61553.82,0.84,421,0.04,3419.66,2506.72,130,291,45,17,56,N
5,3,0,2,2,2,1,10,21.22,7.33,1140.99,0.05,36,0.14,63.39,155.59,12,24,9,11,19,Y
2,11,0,0,6,3,1,33,30.04,9.5,2711.33,0.1,64,0.11,150.63,285.4,19,45,11,11,37,N
2,1,0,0,1,1,1,7,22.94,6.67,1019.5,0.05,36,0.15,56.64,152.93,12,24,9,10,12,N
11,15,0,0,8,8,1,36,42.74,14.62,9142.59,0.21,120,0.07,507.92,625.13,54,66,24,13,49,N
3,11,0,0,6,4,5,14,24.38,15.5,5856.37,0.13,77,0.06,325.35,377.83,31,46,15,15,19,N
1,19,0,12,10,3,9,24,29.14,21.47,13437.64,0.21,122,0.05,746.54,625.77,51,71,19,16,37,Y
1,1,0,0,1,1,1,11,123.64,1.5,278.2,0.06,41,0.67,15.46,185.47,20,21,20,3,18,N
1,7,0,0,4,2,1,15,30.32,12.25,4549.46,0.12,73,0.08,252.75,371.38,35,38,20,14,18,N
44,21,1,4,11,11,1,87,57.6,49.93,143593.2,0.96,483,0.02,7977.4,2875.88,226,257,43,19,145,N
0,7,0,0,6,6,1,28,33.32,14.63,7126.5,0.16,95,0.07,395.92,487.28,39,56,20,15,28,N
1,5,0,1,3,3,3,16,29.73,10.83,3489.34,0.11,67,0.09,193.85,322.09,25,42,15,13,22,N
3,11,0,9,6,6,1,34,24.58,20.16,9985.8,0.17,100,0.05,554.77,495.42,43,57,16,15,48,N
11,9,0,10,5,3,1,34,41.06,18.63,14257.41,0.26,141,0.05,792.08,765.1,57,84,26,17,57,Y
0,5,0,1,3,3,1,14,20.85,7,1021.63,0.05,35,0.14,56.76,145.95,14,21,9,9,17,N
4,5,0,0,3,3,1,14,18.48,17.5,5658.32,0.11,68,0.06,314.35,323.33,28,40,12,15,20,N
4,5,0,0,4,2,1,24,26.51,24,15269,0.21,137,0.04,848.28,636.21,32,105,10,15,30,N
8,7,0,0,4,4,1,13,28.57,7.96,1810.7,0.08,51,0.13,100.59,227.43,23,28,13,9,23,N
7,5,0,2,3,2,1,19,20.24,24.23,11881.56,0.16,102,0.04,660.09,490.35,42,60,13,15,30,N
5,3,0,4,2,1,1,19,40.02,10.42,4346.47,0.14,85,0.1,241.47,417.09,36,49,19,11,31,Y
1,3,0,0,2,2,1,18,32.9,9.06,2700.04,0.1,62,0.11,150,298.06,28,34,17,11,21,N
18,15,0,3,8,8,1,65,76.63,20.44,32003.04,0.52,261,0.05,1777.95,1566,113,148,47,17,88,N
4,3,0,0,2,2,1,9,13.71,6.67,609.18,0.03,24,0.15,33.84,91.38,10,14,6,8,15,N
9,13,0,0,7,7,3,21,45.99,16.2,12070.13,0.25,140,0.06,670.56,745.07,54,86,25,15,32,N
3,9,0,0,5,2,1,15,21.62,15,4864.96,0.11,69,0.07,270.28,324.33,30,39,13,13,20,N
6,9,0,1,5,2,3,32,43.39,21.38,19824.86,0.31,172,0.05,1101.38,927.48,57,115,24,18,41,Y
22,19,6,7,10,3,6,39,30.61,30.5,28471.2,0.31,169,0.03,1581.73,933.48,61,108,23,23,77,N
3,17,0,0,9,3,1,20,16.78,19.09,6117.23,0.11,69,0.05,339.85,320.43,30,39,11,14,25,N
6,9,1,4,5,5,4,22,66.95,9.97,6653.45,0.22,123,0.1,369.64,667.43,58,65,32,11,35,N
7,7,0,4,4,4,1,40,58.62,17.61,18184.77,0.34,188,0.06,1010.26,1032.47,78,110,31,14,54,N
1,5,0,0,3,3,1,11,7.83,14,1534.73,0.04,33,0.07,85.26,109.62,12,21,3,7,14,N
1,3,0,1,2,1,1,6,9.22,7,451.71,0.02,18,0.14,25.09,64.53,7,11,4,8,11,N
4,3,0,7,2,2,1,12,34.05,6.29,1345.47,0.07,48,0.16,74.75,214.05,22,26,14,8,25,N
5,9,0,1,5,4,3,27,39.29,17.29,11748.9,0.23,123,0.06,652.72,679.4,59,64,29,17,35,N
3,11,0,9,6,4,5,10,25.6,14.86,5651.52,0.13,80,0.07,313.97,380.39,32,48,14,13,24,N
13,61,8,3,31,18,14,113,65.83,35.22,81653.08,0.77,377,0.03,4536.28,2318.45,147,230,48,23,139,N
5,5,0,0,3,3,1,18,36.33,5.12,950.66,0.06,43,0.2,52.81,185.84,19,24,13,7,25,N
2,10,0,10,6,4,1,24,22.82,10,2282.35,0.08,48,0.1,126.8,228.23,16,32,12,15,36,N
5,7,0,8,4,4,1,21,20.33,14.42,4229.55,0.1,61,0.07,234.97,293.25,25,36,13,15,36,N
1,3,0,0,2,2,1,7,10.83,6.75,493.31,0.02,22,0.15,27.41,73.08,9,13,4,6,10,N
7,3,0,7,2,2,1,18,50.35,7.77,3042.1,0.13,79,0.13,169.01,391.38,38,41,22,9,34,N
3,7,0,0,4,3,1,25,23.67,16.07,6118.1,0.13,83,0.06,339.89,380.55,38,45,13,11,30,N
0,1,0,1,1,1,1,5,41.69,3.33,463.25,0.05,34,0.3,25.74,138.97,16,18,12,5,8,N
2,1,0,0,1,1,1,12,24.14,9.5,2178.79,0.08,55,0.11,121.04,229.35,19,36,9,9,18,N
4,11,0,0,6,6,1,17,44.07,8,2820.26,0.12,75,0.13,156.68,352.53,36,39,18,8,23,N
1,7,0,0,4,3,4,11,21.24,7.2,1101.06,0.05,36,0.14,61.17,152.93,16,20,10,9,14,N
4,3,0,1,2,1,1,7,21.93,5.78,732.11,0.04,31,0.17,40.67,126.71,13,18,9,8,14,N
1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4,N
13,31,0,16,16,9,7,61,44.59,36.97,60959,0.55,278,0.03,3386.61,1648.74,114,164,37,24,92,N
2,11,0,1,6,5,3,21,16.27,28.05,12803.96,0.15,96,0.04,711.33,456.47,33,63,10,17,26,N
19,19,0,65,13,10,1,126,63.42,47.92,145652.41,1.01,485,0.02,8091.8,3039.39,188,297,51,26,214,Y
29,65,0,20,33,33,1,355,189.65,33.19,208853.8,2.1,1057,0.03,11602.99,6293.59,448,609,54,8,406,Y
2,7,0,0,4,3,4,8,27.15,8.31,1876.27,0.08,46,0.12,104.24,225.72,19,27,16,14,12,Y
2,9,0,0,5,2,3,13,13.59,10.5,1498.37,0.05,32,0.1,83.24,142.7,12,20,8,14,17,N
3,9,0,3,5,3,3,18,15.58,18.4,5275.77,0.1,61,0.05,293.1,286.73,23,38,10,16,26,N
2,5,0,0,3,2,1,10,15.47,9.78,1479.06,0.05,35,0.1,82.17,151.27,16,19,9,11,14,N
2,1,0,1,1,1,1,5,20.76,2.5,129.72,0.02,15,0.4,7.21,51.89,6,9,6,5,10,N
0,5,0,0,4,2,1,10,24.08,7,1179.89,0.06,39,0.14,65.55,168.56,14,25,10,10,12,N
5,7,0,3,4,4,1,21,28.82,10.31,3065.41,0.1,60,0.1,170.3,297.25,22,38,16,15,32,N
2,7,0,0,4,2,1,15,17.72,11.9,2509.81,0.07,46,0.08,139.43,210.91,17,29,10,14,19,N
25,3,0,15,2,2,1,53,121.52,22.48,61428.8,0.91,440,0.04,3412.71,2732.16,211,229,61,13,95,Y
5,9,1,4,5,2,1,15,32.07,16.36,8587.52,0.17,100,0.06,477.08,524.79,45,55,22,16,27,N
4,3,0,0,2,2,1,17,33.37,13,5639.63,0.14,86,0.08,313.31,433.82,40,46,20,13,23,Y
6,37,0,0,19,1,15,37,36.89,21.72,17410.32,0.27,142,0.05,967.24,801.43,60,82,29,21,45,N
2,1,0,0,1,1,1,9,18.8,10,1880.23,0.06,46,0.1,104.46,188.02,14,32,7,10,13,N
12,15,2,14,9,7,1,67,54.34,29.02,45774.99,0.53,260,0.03,2543.06,1577.18,104,156,43,24,99,Y
18,1,0,1,1,1,1,145,134.31,5.47,4016.98,0.24,141,0.18,223.17,734.53,70,71,32,5,166,Y
4,17,2,3,9,3,7,15,23.12,16.43,6244.67,0.13,76,0.06,346.93,380,29,47,15,17,26,N
17,45,6,40,25,22,5,129,86.36,31.57,86066.68,0.91,421,0.03,4781.48,2726.28,171,250,65,24,194,Y
14,9,0,0,5,4,1,87,85.01,28.65,69766.83,0.81,396,0.03,3875.94,2435.3,182,214,54,17,103,N
3,3,0,0,2,1,1,12,19.05,12.35,2905.03,0.08,52,0.08,161.39,235.23,19,33,10,13,17,N
4,7,3,1,4,2,3,19,22.68,26,15330.08,0.2,108,0.04,851.67,589.62,36,72,18,26,30,Y
15,128,0,16,67,30,51,189,79.04,91.11,656061.17,2.4,1016,0.01,36447.84,7200.86,381,635,92,44,223,N
1,5,1,0,3,2,1,6,7.39,13.75,1396.71,0.03,26,0.07,77.6,101.58,10,16,4,11,10,N
1,6,0,0,4,3,1,22,35.53,22.61,18163.4,0.27,152,0.04,1009.08,803.38,65,87,23,16,25,N
1,1,0,0,1,1,1,6,12.55,4,200.76,0.02,14,0.25,11.15,50.19,4,10,4,8,10,N
1,5,0,0,3,3,1,18,38.33,9,3105,0.12,69,0.11,172.5,345,30,39,20,12,21,N
3,3,0,0,2,2,1,9,23.29,7.08,1168.74,0.05,37,0.14,64.93,165,17,20,12,10,14,N
2,5,0,7,3,3,1,15,20.59,15.75,5108.2,0.11,69,0.06,283.79,324.33,27,42,12,14,31,N
3,9,0,0,5,4,4,15,25.21,6.91,1203.32,0.06,41,0.14,66.85,174.17,19,22,11,8,20,Y
3,5,0,0,3,3,1,19,67.17,11.72,9233.05,0.26,149,0.09,512.95,787.52,68,81,29,10,24,N
1,5,0,0,3,3,1,18,34.35,9,2782.21,0.1,63,0.11,154.57,309.13,27,36,18,12,22,N
3,1,0,4,1,1,1,9,34.68,6.13,1300.93,0.07,50,0.16,72.27,212.4,21,29,12,7,20,N
0,3,0,0,2,1,1,3,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,6,9,6,7,5,N
1,5,0,0,3,2,1,12,19.81,12,2852.47,0.08,55,0.08,158.47,237.71,24,31,10,10,15,N
6,5,2,0,3,3,1,23,50.22,11.22,6322.71,0.19,109,0.09,351.26,563.52,51,58,25,11,33,N
4,1,0,0,1,1,1,6,21.27,7.11,1075.46,0.05,37,0.14,59.75,151.24,16,21,9,8,20,N
1,1,0,0,1,1,1,4,6.89,6,248.16,0.01,16,0.17,13.79,41.36,6,10,2,4,7,N
2,15,0,1,8,3,8,15,27.61,15.53,6658.6,0.14,85,0.06,369.92,428.77,33,52,17,16,22,N
1,3,0,0,2,2,1,12,37.72,5.29,1057.26,0.07,42,0.19,58.74,199.71,18,24,17,10,16,N
2,3,0,2,2,1,1,10,11.35,12,1634.74,0.05,38,0.08,90.82,136.23,12,26,4,8,17,N
1,11,0,0,6,3,6,26,34.99,16.58,9617.54,0.19,115,0.06,534.31,580.11,45,70,19,14,29,N
0,5,0,0,3,2,3,9,15.19,8.25,1034.02,0.04,29,0.12,57.45,125.34,11,18,8,12,11,N
21,65,0,0,33,29,29,199,116.27,47.77,265324.3,1.85,807,0.02,14740.24,5554.29,322,485,91,27,224,N
447,826,12,157,470,385,113,2824,210.28,384.45,31079782.27,26.95,8441,0,1726654.57,80843.08,3021,5420,609,155,3442,Y
2,7,0,0,4,2,1,8,23.48,9.69,2205.47,0.08,49,0.1,122.53,227.55,21,28,13,12,12,Y
3,9,0,3,5,3,3,27,16.85,29.29,14452.03,0.16,97,0.03,802.89,493.48,41,56,14,20,33,N
1,3,0,0,2,1,1,5,13.32,5.83,453.3,0.03,21,0.17,25.18,77.71,10,11,6,7,8,N
4,7,1,3,4,4,1,25,36.75,18.64,12767.18,0.23,141,0.05,709.29,684.98,61,80,18,11,35,N
0,1,0,0,1,1,1,2,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,5,6,5,5,4,N
1,3,0,0,2,2,1,9,29.3,7,1435.94,0.07,46,0.14,79.77,205.13,14,32,11,11,13,N
3,19,0,19,10,6,6,32,29.59,15.24,6868.56,0.15,91,0.07,381.59,450.83,37,54,17,14,56,N
5,13,0,0,7,6,1,21,27.25,25.97,18384.21,0.24,138,0.04,1021.34,707.84,55,83,18,17,28,N
14,25,0,9,13,3,1,92,49.52,18.64,17204,0.31,190,0.05,955.78,923.02,61,129,18,11,117,N
10,51,1,10,26,7,15,58,33.01,50,82536.23,0.55,294,0.02,4585.35,1650.72,96,198,24,25,82,N
3,5,0,0,3,3,1,22,48.83,10.5,5383.18,0.17,97,0.1,299.07,512.67,42,55,26,13,27,N
2,1,0,0,1,1,1,6,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,10,N
1,3,0,0,2,2,1,20,33.99,4.58,712.12,0.05,36,0.22,39.56,155.59,17,19,13,7,23,N
0,1,0,1,1,1,1,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,5,N
4,9,0,0,5,4,1,16,20.27,19.66,7833.16,0.13,79,0.05,435.18,398.51,37,42,16,17,22,N
1,1,0,0,1,1,1,5,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,8,N
2,5,0,0,3,2,1,15,30.77,11.25,3893.96,0.12,72,0.09,216.33,346.13,30,42,16,12,19,N
4,1,0,0,1,1,1,10,41.51,6.23,1611.57,0.09,58,0.16,89.53,258.64,18,40,13,9,17,N
5,3,0,2,2,2,1,10,24.33,6.11,908.58,0.05,35,0.16,50.48,148.68,11,24,9,10,19,Y
18,14,0,17,8,8,3,114,83.53,72.15,434839.83,2,948,0.01,24157.77,6026.96,329,619,57,25,152,N
4,7,1,0,4,1,4,15,11.25,14.67,2419.98,0.05,37,0.07,134.44,165,11,26,6,16,22,Y
4,15,0,1,8,6,6,43,118.6,14.45,24764.74,0.57,266,0.07,1375.82,1713.82,119,147,70,17,48,N
1,1,0,0,1,1,1,6,17.09,5.71,558.13,0.03,25,0.18,31.01,97.67,10,15,7,8,9,N
5,13,2,1,7,5,1,30,28.15,19.5,10702.25,0.18,107,0.05,594.57,548.83,52,55,20,15,40,Y
0,1,0,0,1,1,1,2,15.2,5,380,0.03,19,0.2,21.11,76,6,13,6,10,4,N
6,5,0,0,3,3,1,26,40,16.23,10530.02,0.22,131,0.06,585,649,59,72,20,11,34,N
2,5,0,0,3,2,1,16,35.42,9.6,3264,0.11,68,0.1,181.33,340,32,36,20,12,20,N
0,3,0,0,2,2,1,4,17.99,2.5,112.43,0.01,13,0.4,6.25,44.97,6,7,6,5,6,N
10,1,0,3,1,1,1,40,178.2,8.14,11806.16,0.48,257,0.12,655.9,1450.47,100,157,43,7,55,N
9,15,1,6,8,6,4,37,53.73,9.9,5262.73,0.18,98,0.1,292.37,531.77,41,57,29,14,55,N
7,19,0,0,10,4,7,40,43.22,20.09,17441.57,0.29,160,0.05,968.98,868.2,75,85,28,15,49,Y
2,9,0,0,5,3,5,19,44.85,11.82,6263.64,0.18,106,0.08,347.98,530,52,54,22,10,23,N
1,1,0,0,1,1,1,7,34.6,5.91,1206.82,0.07,44,0.17,67.05,204.33,21,23,16,9,10,N
1,5,0,0,3,1,3,5,10.16,6,365.67,0.02,17,0.17,20.31,60.94,6,11,4,8,8,N
7,19,0,0,12,12,10,78,42.55,33,46338.35,0.47,244,0.03,2574.35,1404.19,96,148,32,22,88,N
3,9,0,0,5,4,1,18,26.36,22,12759.36,0.19,114,0.05,708.85,579.97,44,70,17,17,23,N
2,9,0,0,5,3,3,11,15.32,9.75,1456.05,0.05,34,0.1,80.89,149.34,12,22,8,13,19,N
0,5,0,1,3,1,1,14,23.59,13.8,4492.43,0.11,73,0.07,249.58,325.54,23,50,10,12,17,N
3,13,1,0,7,6,1,29,49.63,5.47,1484.29,0.09,60,0.18,82.46,271.41,25,35,16,7,35,N
5,1,0,5,1,1,1,9,26.1,5.95,924.18,0.05,38,0.17,51.34,155.32,17,21,10,7,21,N
1,5,0,0,3,2,3,13,15.56,6.43,642.86,0.03,25,0.16,35.71,100,10,15,7,9,14,N
0,1,0,0,1,1,1,6,13.22,5.6,414.45,0.02,20,0.18,23.02,74.01,7,13,5,8,6,N
8,1,0,1,1,1,1,26,112.94,8.26,7712.83,0.31,172,0.12,428.49,933.32,85,87,36,7,35,N
0,3,0,0,2,1,1,5,10.75,5,268.87,0.02,15,0.2,14.94,53.77,5,10,4,8,7,N
6,11,0,0,6,5,6,31,32.93,20.24,13488.42,0.22,127,0.05,749.36,666.49,50,77,21,17,39,N
3,1,0,2,1,1,1,19,23.63,21.5,10922,0.17,127,0.05,606.78,508,43,84,8,8,26,Y
3,1,0,0,1,1,1,5,21.18,2.67,150.59,0.02,17,0.38,8.37,56.47,8,9,6,4,10,N
8,47,2,23,24,15,20,98,36,65.03,152269.83,0.78,405,0.02,8459.43,2341.45,168,237,31,24,133,N
5,5,0,1,3,2,3,23,61.73,9.38,5425.31,0.19,106,0.11,301.41,578.7,50,56,32,12,31,N
2,5,0,0,3,2,3,9,24.67,6.42,1015.92,0.05,35,0.16,56.44,158.32,14,21,12,11,13,N
3,7,0,0,4,2,1,13,20.37,7,998.37,0.05,33,0.14,55.46,142.62,14,19,10,10,18,N
1,3,0,0,2,2,1,9,28.52,5,713.12,0.05,33,0.2,39.62,142.62,15,18,12,8,12,N
1,5,0,0,3,2,1,21,8.11,56,25453.22,0.15,109,0.02,1414.07,454.52,32,77,4,14,24,Y
1,3,0,0,2,1,1,12,17.57,6.5,742.43,0.04,30,0.15,41.25,114.22,13,17,7,7,15,N
8,13,0,6,7,6,3,50,47.26,22.56,24061.01,0.36,188,0.04,1336.72,1066.42,76,112,32,19,67,N
5,17,0,9,9,6,5,41,36.93,22.78,19162.57,0.28,156,0.04,1064.59,841.2,67,89,25,17,57,N
1,17,2,0,9,7,1,17,24.86,31.67,24927.66,0.26,150,0.03,1384.87,787.19,57,93,18,20,22,N
4,13,0,0,7,1,7,18,16.42,17.11,4806.94,0.09,65,0.06,267.05,280.93,28,37,9,11,24,N
0,1,0,0,1,1,1,3,13.88,4,222.03,0.02,15,0.25,12.33,55.51,5,10,5,8,5,N
6,6,0,1,5,4,1,25,48.5,8.84,3789.18,0.14,79,0.11,210.51,428.67,33,46,28,15,34,N
13,33,9,16,17,15,14,62,61.84,38.46,91462.4,0.79,383,0.03,5081.24,2378.22,142,241,48,26,102,N
7,7,0,14,4,3,3,18,24.73,12.5,3864.18,0.1,63,0.08,214.68,309.13,25,38,15,15,41,N
2,21,0,16,11,8,6,32,36.81,12.55,5794.71,0.15,88,0.08,321.93,461.82,31,57,21,17,52,N
3,1,0,3,1,1,1,7,16.68,10,1667.97,0.06,40,0.1,92.67,166.8,16,24,8,10,15,N
2,9,0,4,5,4,3,20,16.5,18.9,5892.59,0.1,68,0.05,327.37,311.78,27,41,10,14,28,N
2,3,0,0,2,2,1,15,43.07,9.8,4139.97,0.14,83,0.1,230,422.26,41,42,23,11,17,N
9,43,0,6,22,13,5,69,56.13,24.21,32903.35,0.45,232,0.04,1827.96,1359.05,92,140,38,20,87,Y
17,25,0,1,13,10,1,61,46.22,24.89,28631.38,0.38,212,0.04,1590.63,1150.37,84,128,27,16,83,Y
3,3,0,0,2,1,1,8,15.92,5.5,481.63,0.03,23,0.18,26.76,87.57,11,12,7,7,13,N
0,3,0,0,2,1,1,5,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,7,N
3,3,0,0,2,2,1,7,17.29,6.75,787.67,0.04,27,0.15,43.76,116.69,9,18,8,12,12,N
55,7,0,5,4,2,1,349,269.18,56.51,859517.12,5.07,2080,0.02,47750.95,15210.8,944,1136,142,17,411,Y
21,58,0,0,31,10,24,113,37.91,70.91,190629.72,0.9,457,0.01,10590.54,2688.37,180,277,33,26,136,N
3,5,0,2,3,3,1,26,78.62,9.38,6909.59,0.25,135,0.11,383.87,737.02,50,85,32,12,33,N
6,21,4,2,11,5,8,48,38.57,28.83,32050.38,0.37,196,0.03,1780.58,1111.8,76,120,29,22,64,N
2,7,0,0,4,3,1,22,31.23,10.66,3546.85,0.11,70,0.09,197.05,332.84,31,39,16,11,26,N
2,7,0,0,4,1,1,29,22.28,12.09,3256.61,0.09,58,0.08,180.92,269.34,19,39,11,14,33,N
7,21,0,1,11,4,7,37,14.2,39.42,22058.39,0.19,110,0.03,1225.47,559.62,43,67,12,22,47,N
0,1,0,0,1,1,1,2,6.97,2,27.86,0,6,0.5,1.55,13.93,1,5,1,4,4,N
1,9,0,0,5,2,1,10,9.66,19,3488.85,0.06,47,0.05,193.83,183.62,19,28,5,10,13,N
4,25,5,3,13,7,12,35,33.21,24.29,19586.63,0.27,156,0.04,1088.15,806.51,68,88,21,15,49,N
6,13,0,0,7,3,6,27,22.75,29.08,19230.61,0.22,130,0.03,1068.37,661.37,36,94,13,21,35,Y
0,3,0,0,2,1,1,2,15.53,3,139.81,0.02,13,0.33,7.77,46.6,6,7,6,6,4,N
7,7,0,0,4,2,1,15,27.06,11.72,3715.65,0.11,64,0.09,206.42,317.07,25,39,16,15,24,N
4,9,0,1,5,5,1,33,33.47,15.05,7580.07,0.17,99,0.07,421.11,503.66,43,56,20,14,40,N
9,7,2,3,4,3,1,52,35.6,27.63,27179.99,0.33,195,0.04,1510,983.66,75,120,19,14,68,N
2,5,0,0,3,1,3,8,11.62,14,2276.78,0.05,39,0.07,126.49,162.63,14,25,6,12,12,N
6,19,0,17,10,2,3,51,22.79,30.18,20749.34,0.23,133,0.03,1152.74,687.6,54,79,17,19,79,N
2,9,0,0,5,3,1,19,15.36,17.42,4659.42,0.09,54,0.06,258.86,267.53,22,32,12,19,23,Y
40,5,10,98,3,3,3,152,243.44,27.81,188237.9,2.26,928,0.04,10457.66,6769.41,458,470,140,17,302,Y
32,1,0,15,1,1,1,38,429.87,2.23,2141.32,0.32,155,0.45,118.96,959.42,77,78,69,4,87,Y
1,5,0,0,3,2,3,6,13.22,7.71,786.47,0.03,24,0.13,43.69,101.95,9,15,7,12,9,Y
20,49,3,3,25,12,4,108,102.18,48.15,236892.84,1.64,756,0.02,13160.71,4919.89,321,435,70,21,136,N
20,1,0,20,1,1,1,67,130.52,15.56,31589.12,0.68,327,0.06,1754.95,2030.49,146,181,61,13,109,N
3,9,3,1,5,3,5,21,64.33,7.1,3239.44,0.15,89,0.14,179.97,456.51,41,48,26,9,30,N
1,1,0,0,1,1,1,10,20.83,8.44,1482.98,0.06,43,0.12,82.39,175.76,15,28,8,9,13,N
11,31,8,3,16,9,10,105,72.43,42,127774.61,1.01,462,0.02,7098.59,3042.25,204,258,68,28,127,Y
2,7,0,0,4,4,1,17,25.43,13.46,4609.52,0.11,72,0.07,256.07,342.35,29,43,14,13,21,N
3,23,0,0,12,11,8,48,47.45,29.75,41993.89,0.47,242,0.03,2332.99,1411.56,102,140,36,21,55,N
19,21,2,10,11,8,8,96,103.28,30.83,98188.74,1.06,493,0.03,5454.93,3184.5,185,308,66,22,130,Y
3,3,0,0,2,1,1,11,11.7,13.6,2164.02,0.05,43,0.07,120.22,159.12,17,26,5,8,17,N
6,13,0,0,7,7,1,36,41.05,22.17,20171.67,0.3,182,0.05,1120.65,910,57,125,18,14,44,N
0,3,0,0,2,2,1,6,19.65,5.5,594.27,0.04,25,0.18,33.01,108.05,11,14,10,10,8,N
0,5,0,0,4,4,1,14,22.69,8,1452.17,0.06,42,0.13,80.68,181.52,16,26,10,10,16,N
0,7,0,5,4,3,3,6,21.25,8.73,1618.61,0.06,41,0.11,89.92,185.47,16,25,11,12,13,N
0,7,0,0,4,4,4,11,17.89,7.31,956.47,0.04,32,0.14,53.14,130.8,13,19,8,9,14,Y
1,3,0,0,2,2,1,8,21.68,5,542.09,0.04,26,0.2,30.12,108.42,10,16,9,9,11,N
3,19,2,2,11,7,3,49,44.1,20.63,18774.01,0.3,156,0.05,1043,909.93,61,95,34,23,58,Y
13,5,0,6,3,3,3,36,32.65,33.53,36714.71,0.37,219,0.03,2039.71,1095,76,143,17,15,58,N
0,1,0,0,1,1,1,13,140.97,5.14,3728.57,0.24,145,0.19,207.14,725,72,73,28,4,15,N
7,7,0,0,4,3,1,20,16.04,16.5,4367.55,0.09,57,0.06,242.64,264.7,22,35,10,15,29,N
