@relation CM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
5,3,1,1,2,4,2,0.08,2,2,2,1,21,1,0,23,2,56.67,6.13,2126.03,0.12,73,0.16,118.11,347.11,0.5,1,2,21,0.06,35,38,20,7,32,11.54,24,N
31,11,5,7,30,20,6,0.15,10,2,5,0.83,26,1,0,33,0,53.63,18.46,18269.63,0.33,172,0.05,1014.98,989.84,0.17,5,10,22,0.06,68,104,35,19,102,52.86,40,Y
33,11,5,18,28,20,6,0.1,10,2,4,0.67,29,1,0,44,2,71.49,34.84,86774.3,0.83,380,0.03,4820.79,2490.74,0.17,5,10,25,0.05,135,245,62,32,124,51.11,62,N
0,9,0,0,0,10,5,0.56,2,5,1,0.2,12,5,1,9,1,19.29,6.43,797.14,0.04,31,0.16,44.29,124,1,4,7,9,0.5,10,21,7,9,10,0,9,N
2,3,0,0,0,4,2,0.2,2,2,1,0.5,5,1,0,10,1,6.92,8,442.81,0.02,16,0.13,24.6,55.35,0.5,1,2,5,0.15,6,10,3,8,13,0,10,N
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,N
31,19,5,12,25,34,10,0.16,16,2.13,6,0.6,41,3,0.22,52,2,47.49,47.96,109246.59,0.76,350,0.02,6069.25,2277.73,0.3,9,17,33,0.08,140,210,54,37,121,41.57,64,N
74,23,10,30,18,42,12,0.13,20,2.1,10,0.83,64,3,0.18,63,3,85.71,38.23,125251.55,1.09,487,0.03,6958.42,3276.5,0.25,11,21,54,0.06,203,284,77,29,186,43.24,93,N
134,60,9,63,31,38,41,0.17,16,2.38,23,0.56,118,6,0.13,177,5,101.81,54.82,305928.62,1.86,767,0.02,16996.03,5580.79,0.15,11,19,79,0.1,268,499,110,45,406,34.69,240,N
14,3,14,0,7,4,2,0.05,2,2,2,1,19,1,0,41,1,93.81,15.69,23101.5,0.49,241,0.06,1283.42,1472.15,0.5,1,2,19,0.03,96,145,52,17,63,14.58,41,N
6,5,1,7,2,8,3,0.2,4,2,2,0.67,11,1,0,8,0,17.71,10.67,2014.61,0.06,43,0.09,111.92,188.87,0.33,2,4,10,0.13,16,27,9,12,24,52.94,15,N
33,5,4,8,4,8,3,0.13,4,2,3,1,14,1,0,16,3,28.18,15.16,6475.08,0.14,82,0.07,359.73,427.18,0.33,2,4,13,0.05,32,50,19,18,62,42.86,24,N
20,11,4,4,16,18,6,0.19,8,2.25,5,0.83,22,3,0.4,27,4,53.81,14.9,11951.03,0.27,140,0.07,663.95,801.91,0.5,5,9,18,0.09,42,98,31,22,68,42.55,31,N
16,9,2,11,28,12,5,0.11,4,3,1,0.2,21,5,1,34,2,41.24,20.76,17773.08,0.29,155,0.05,987.39,856.15,1,4,6,18,0.06,59,96,27,19,90,53.42,45,N
31,7,7,1,29,12,4,0.09,6,2,4,1,33,1,0,43,0,84.37,19.2,31093.83,0.54,267,0.05,1727.43,1619.65,0.25,3,6,31,0.04,97,170,48,19,105,41.1,44,N
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,2,14.83,3.5,181.62,0.02,15,0.29,10.09,51.89,0.5,1,2,5,0.18,4,11,4,7,11,0,9,N
3,11,0,0,0,16,6,0.4,6,2.67,1,0.17,18,4,0.6,15,2,7.45,30.8,7065.15,0.08,54,0.03,392.51,229.39,0.67,5,8,14,0.32,22,32,5,14,19,0,15,N
5,3,9,0,6,4,2,0.07,2,2,2,1,13,1,0,30,0,58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,0.5,1,2,13,0.05,57,94,33,17,42,16.67,30,N
23,9,5,10,9,16,5,0.12,8,2,5,1,21,5,1,31,1,54.55,14.84,12009.6,0.27,140,0.07,667.2,809.39,1,4,8,18,0.07,61,79,37,18,74,38,41,N
13,17,5,2,0,32,9,0.14,16,2,9,1,59,1,0,62,0,183.65,7.02,9044.12,0.43,214,0.14,502.45,1288.79,0.11,8,16,52,0.12,100,114,57,8,78,3.13,64,N
0,19,5,4,15,16,13,0.2,8,2,6,0.46,42,1,0,60,1,66.12,13.9,12780.02,0.31,155,0.07,710,919.26,0.08,4,8,31,0.16,57,98,41,20,80,24.05,64,N
10,17,3,12,20,32,9,0.13,16,2,3,0.33,46,1,0,55,4,52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,0.11,8,16,39,0.07,113,179,39,23,138,36.78,67,N
1,9,4,1,0,16,5,0.15,8,2,3,0.6,20,1,0,32,0,27.2,13.24,4764.71,0.12,72,0.08,264.71,360,0.2,4,8,17,0.14,30,42,17,15,35,3.03,33,N
3,5,2,0,0,8,3,0.2,4,2,3,1,12,1,0,15,1,8.17,18,2648.68,0.05,36,0.06,147.15,147.15,0.33,2,4,11,0.16,15,21,5,12,19,0,15,N
1,3,1,1,0,4,2,0.11,2,2,2,1,16,1,0,17,1,54.5,9.27,4686.53,0.17,103,0.11,260.36,505.41,0.5,1,2,16,0.1,51,52,22,8,20,5.56,18,N
12,9,4,2,12,16,5,0.13,8,2,5,1,22,1,0,38,1,54.44,19.25,20172.82,0.35,176,0.05,1120.71,1047.94,0.2,4,8,19,0.07,70,106,40,22,73,26.92,40,N
53,57,13,45,13,112,29,0.17,56,2,27,0.93,162,7,0.21,130,0,91.32,55.88,285170.84,1.7,729,0.02,15842.82,5103,0.24,28,56,135,0.11,309,420,94,34,259,30.85,175,N
10,7,5,5,1,12,4,0.18,6,2,3,0.75,21,1,0,17,2,31.11,12.06,4520.83,0.13,75,0.08,251.16,375,0.25,3,6,19,0.12,31,44,18,14,34,26.09,22,N
6,3,3,4,15,4,2,0.14,2,2,2,1,8,1,0,10,3,16.21,10.56,1809.36,0.06,39,0.09,100.52,171.3,0.5,1,2,8,0.06,13,26,8,13,36,65.51,14,N
16,11,5,3,8,18,6,0.24,8,2.25,4,0.67,28,5,0.8,22,0,37.5,29.45,32535.15,0.37,187,0.03,1807.51,1104.59,0.83,5,9,24,0.12,72,115,33,27,50,33.33,25,N
51,35,10,9,73,62,18,0.16,28,2.21,10,0.56,75,9,0.47,107,1,51.85,64.92,218524.86,1.12,516,0.02,12140.27,3366.16,0.5,17,31,59,0.07,193,323,55,37,241,43.39,116,Y
5,5,1,0,0,8,3,0.15,4,2,3,1,10,1,0,20,1,34.17,10.29,3620.93,0.12,71,0.1,201.16,351.75,0.33,2,4,9,0.12,25,46,17,14,26,0,20,N
1,3,4,0,6,4,2,0.05,2,2,2,1,8,1,0,42,0,94.81,13.88,18268.21,0.44,210,0.07,1014.9,1316.03,0.5,1,2,8,0.04,91,119,59,18,50,12.5,42,N
24,33,7,13,55,60,17,0.16,28,2.14,6,0.35,79,7,0.38,93,1,56.02,48.06,129374.54,0.9,407,0.02,7187.47,2692.19,0.41,16,30,64,0.09,173,234,63,35,186,42.24,106,N
5,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,1,10.42,6.75,474.58,0.02,19,0.15,26.37,70.31,0.5,1,2,7,0.13,6,13,4,9,16,0,10,N
4,3,0,0,1,4,2,0.14,2,2,1,0.5,6,1,0,14,3,12.74,7.86,786.33,0.03,24,0.13,43.68,100.08,0.5,1,2,6,0.1,10,14,7,11,20,6.67,14,N
22,5,0,3,13,16,3,0.09,8,2,1,0.33,12,1,0,32,1,58.73,53.2,166215.79,1.04,538,0.02,9234.21,3124.36,0.33,4,8,11,0.04,266,272,40,16,71,33.33,35,N
0,11,3,2,20,14,6,0.21,4,3.5,2,0.33,18,1,0,27,0,38.41,13.45,6946.75,0.17,92,0.07,385.93,516.54,0.17,5,7,14,0.12,39,53,29,20,49,44.9,29,N
15,11,4,9,22,20,6,0.13,10,2,6,1,30,1,0,36,3,46.84,21.46,21576.47,0.34,182,0.05,1198.69,1005.29,0.17,5,10,26,0.07,61,121,27,19,83,46.27,45,N
14,5,1,3,34,8,3,0.14,4,2,3,1,11,1,0,18,2,31.39,9.47,2815.15,0.1,60,0.11,156.4,297.25,0.33,2,4,10,0.04,23,37,17,14,70,67.27,21,Y
55,7,9,0,23,12,4,0.19,6,2,4,1,19,1,0,21,0,51.3,7.64,2991.43,0.13,77,0.13,166.19,391.73,0.25,3,6,17,0.04,28,49,22,12,100,52.27,21,N
2,23,10,14,78,42,12,0.13,20,2.1,6,0.5,52,4,0.27,79,7,89.42,13.73,16858.82,0.41,201,0.07,936.6,1227.81,0.33,11,21,42,0.07,84,117,52,17,174,53.8,93,Y
8,5,2,2,19,8,3,0.14,4,2,3,1,10,1,0,20,1,31.51,10.5,3474.19,0.11,64,0.1,193.01,330.88,0.33,2,4,9,0.06,21,43,18,18,50,51.22,22,Y
17,21,7,0,8,36,11,0.2,16,2.25,8,0.73,53,5,0.4,55,4,48.89,26.83,35190.17,0.44,217,0.04,1955.01,1311.63,0.45,10,18,44,0.14,88,129,41,25,81,12.7,55,N
9,7,4,2,13,12,4,0.18,6,2,4,1,16,1,0,20,0,46.13,14.44,9617.77,0.22,122,0.07,534.32,666.05,0.25,3,6,14,0.09,38,84,25,19,45,42.86,22,N
4,3,2,0,4,4,2,0.17,2,2,2,1,6,1,0,12,1,23.34,6.11,871.59,0.05,33,0.16,48.42,142.62,0.5,1,2,6,0.1,10,23,9,11,21,25,12,N
10,13,6,1,16,24,7,0.18,12,2,5,0.71,29,1,0,39,5,29.5,36.25,38771.24,0.36,185,0.03,2153.96,1069.55,0.14,6,12,24,0.1,65,120,26,29,67,30.36,40,N
18,6,6,7,6,4,4,0.11,2,2,3,0.75,16,1,0,29,3,49.27,18.53,16907.83,0.3,151,0.05,939.32,912.7,0.25,1,2,14,0.07,57,94,40,26,61,30.95,36,N
47,15,7,27,28,20,9,0.1,10,2,6,0.67,50,1,0,59,1,47.3,45.77,99082.56,0.72,336,0.02,5504.59,2164.83,0.11,5,10,43,0.06,136,200,52,35,162,48.25,86,N
2,7,1,0,0,12,4,0.17,6,2,2,0.5,14,1,0,24,2,20.18,16.36,5403.6,0.11,73,0.06,300.2,330.22,0.25,3,6,12,0.15,30,43,11,12,27,0,24,N
0,11,3,2,7,18,6,0.2,8,2.25,5,0.83,20,5,0.8,28,1,33.22,15.91,8407.11,0.18,98,0.06,467.06,528.45,0.83,5,9,16,0.16,35,63,22,20,38,24.32,30,Y
7,5,1,2,0,8,3,0.13,4,2,2,0.67,10,1,0,22,2,55.95,7.24,2931.85,0.14,81,0.14,162.88,405,0.33,2,4,9,0.09,37,44,23,9,32,8.33,24,N
14,7,3,3,12,12,4,0.17,6,2,4,1,16,1,0,20,0,47.35,11.12,5850.56,0.18,97,0.09,325.03,526.35,0.25,3,6,14,0.08,34,63,26,17,50,42.86,23,N
32,13,13,16,23,24,7,0.09,12,2,7,1,38,1,0,59,9,104.75,22.14,51324.87,0.77,349,0.05,2851.38,2318.71,0.14,6,12,33,0.05,126,223,74,26,138,39.8,75,Y
1,3,1,0,0,4,2,0.2,2,2,2,1,6,1,0,10,0,10.75,7,526.99,0.03,21,0.14,29.28,75.28,0.5,1,2,6,0.17,7,14,4,8,12,0,10,N
3,3,0,2,0,8,2,0.18,4,2,1,0.5,5,1,0,9,2,24.08,7.22,1256.07,0.06,39,0.14,69.78,173.92,0.5,2,4,5,0.13,10,29,9,13,15,18.18,11,N
27,13,4,4,33,6,10,0.24,2,3,4,0.4,25,4,0.33,38,3,32,26.1,21802.25,0.28,142,0.04,1211.24,835.34,0.4,2,3,17,0.1,54,88,30,29,103,49.33,42,N
9,19,0,6,6,36,10,0.16,18,2,1,0.1,38,5,0.44,58,3,30.99,33.52,34816.7,0.35,187,0.03,1934.26,1038.71,0.5,9,18,30,0.13,83,104,26,21,80,17.14,64,Y
6,31,3,1,19,54,16,0.22,24,2.25,7,0.44,61,9,0.53,72,6,86.16,18.26,28729.02,0.52,255,0.05,1596.06,1573.33,0.56,15,28,47,0.16,83,172,50,22,99,21.74,73,N
12,5,1,3,4,8,3,0.18,4,2,2,0.67,10,3,1,14,0,15.83,13.82,3022.38,0.07,46,0.07,167.91,218.72,1,2,4,9,0.09,19,27,11,16,34,33.33,17,N
0,3,4,0,6,4,2,0.11,2,2,2,1,8,1,0,19,2,31.58,9.5,2850,0.1,60,0.11,158.33,300,0.5,1,2,8,0.08,19,41,16,16,26,24,19,N
40,11,4,25,13,16,6,0.08,8,2,4,0.67,27,5,0.8,48,1,71.01,24.77,43561.75,0.59,279,0.04,2420.1,1758.75,0.83,4,8,23,0.04,107,172,54,25,151,44.19,73,N
4,3,1,2,6,4,2,0.25,2,2,2,1,5,1,0,6,0,17.91,6.29,707.7,0.04,27,0.16,39.32,112.59,0.5,1,2,5,0.11,8,19,7,11,19,57.14,8,N
1,9,1,1,0,16,5,0.14,8,2,5,1,32,1,0,35,1,110.24,10.11,11259.34,0.37,191,0.1,625.52,1114.08,0.2,4,8,29,0.13,95,96,47,10,38,2.78,36,N
10,5,9,2,18,8,3,0.17,4,2,2,0.67,18,1,0,16,1,45.77,7.71,2723.97,0.12,70,0.13,151.33,353.11,0.33,2,4,17,0.04,27,43,21,12,71,55.56,18,N
9,5,2,4,3,8,3,0.14,4,2,3,1,14,1,0,17,0,29.6,24.29,17460.6,0.24,137,0.04,970.03,718.97,0.33,2,4,13,0.09,60,77,21,17,34,29.17,21,N
17,20,3,5,0,14,15,0.22,6,2.33,3,0.2,40,4,0.21,63,3,45.89,35.45,57670.7,0.54,262,0.03,3203.93,1626.88,0.27,4,7,27,0.17,79,183,39,35,86,7.35,68,N
6,9,2,1,0,16,5,0.2,8,2,3,0.6,17,1,0,24,3,32.54,9.5,2936.77,0.1,63,0.11,163.15,309.13,0.2,4,8,14,0.16,19,44,15,15,32,4,25,N
155,71,5,14,170,122,37,0.18,58,2.1,26,0.7,148,21,0.56,196,1,127.7,71.54,653537.1,3.05,1177,0.01,36307.62,9135.35,0.57,32,61,113,0.07,454,723,165,52,536,48.42,210,Y
14,5,2,0,39,8,3,0.06,4,2,1,0.33,13,1,0,47,2,59.87,15.65,14671.27,0.31,150,0.06,815.07,937.19,0.33,2,4,12,0.02,82,68,55,21,121,45.35,47,N
67,29,10,27,41,56,15,0.13,28,2,15,1,76,15,1,92,2,46.37,57,150670.96,0.88,466,0.02,8370.61,2643.35,1,14,28,63,0.07,192,274,32,19,228,42.5,119,N
9,3,5,0,12,4,2,0.11,2,2,2,1,10,1,0,18,1,35.45,10.29,3750.81,0.12,70,0.1,208.38,364.66,0.5,1,2,10,0.05,27,43,21,16,40,40,18,N
3,3,1,1,2,4,2,0.17,2,2,1,0.5,6,1,0,11,1,14.83,9.63,1373.5,0.05,32,0.1,76.31,142.7,0.5,1,2,6,0.11,11,21,8,14,18,21.43,12,N
6,9,3,10,22,16,5,0.16,8,2,2,0.4,24,1,0,22,7,27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,0.2,4,8,21,0.08,42,72,19,20,61,59.26,32,N
1,3,4,0,0,4,2,0.2,2,2,2,1,9,1,0,10,0,22.35,7.27,1181.93,0.05,37,0.14,65.66,162.52,0.5,1,2,9,0.17,16,21,11,10,12,0,10,N
