@relation MC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
8,17,11,32,3,12,13,0.16,6,10,0,43,4,0,48,0,0,0,34.8,34.72,41961.57,0.4,212,0.03,2331.2,1208.49,0,3,6,32,0.14,75,137,27,25,93,42.17,80,N
2,1,0,0,3,0,1,0.07,0,1,1,1,1,0,15,0,0,0,49.33,8,3157.25,0.13,83,0.13,175.4,394.66,1,0,0,2,0.05,38,45,19,8,22,16.67,15,N
1,1,1,4,0,0,1,0.2,0,1,1,2,1,0,1,0,1,1,20.97,3,188.72,0.02,17,0.33,10.48,62.91,1,0,0,3,0.13,7,10,7,6,8,80,5,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,6.89,3,62.04,0.01,8,0.33,3.45,20.68,1,0,0,3,0.25,3,5,2,4,4,0,3,N
2,3,3,1,1,4,2,0.25,2,2,1,7,1,0,7,0,2,1,21.65,7.39,1182.22,0.05,40,0.14,65.68,160,0,1,2,7,0.15,19,21,9,7,13,22.22,8,N
5,11,5,0,7,20,6,0.3,10,5,0,23,1,0,20,0,6,1,18.59,38,26850.51,0.24,144,0.03,1491.69,706.59,0,5,10,19,0.17,44,100,11,19,35,25.93,20,N
3,3,1,0,3,4,2,0.29,2,2,1,8,1,0,7,0,0,0,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0,1,2,8,0.09,6,12,4,9,22,30,7,N
5,13,9,0,7,20,7,0.29,8,4,0,32,6,0,24,0,5,0,49.18,11.8,6842.92,0.19,109,0.08,380.16,580.09,0,6,10,27,0.18,49,60,27,13,38,22.58,24,N
0,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.25,4.67,201.53,0.01,13,0.21,11.2,43.19,0,0,0,6,0.33,4,9,3,7,6,0,4,N
1,11,1,1,8,16,6,0.5,6,1,0,18,1,0,11,0,0,0,14.66,18.2,4857.4,0.09,59,0.05,269.86,266.89,0,5,8,14,0.25,28,31,10,13,24,45,12,N
20,21,4,0,80,40,11,0.17,20,10,0,51,1,0,63,0,0,0,28.39,77.78,171770.62,0.74,382,0.01,9542.81,2208.48,0,10,20,42,0.04,150,232,27,28,248,55.94,63,N
0,1,1,0,1,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.2,1,5,1,5,5,33.33,2,N
5,11,5,0,7,20,6,0.3,10,5,0,23,1,0,20,0,0,0,18.59,38,26850.51,0.24,144,0.03,1491.69,706.59,0,5,10,19,0.17,44,100,11,19,35,25.93,20,N
0,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39,1,0,0,2,0.17,6,7,5,3,6,50,4,N
1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,N
0,3,0,1,0,4,2,0.67,2,1,0,5,1,0,2,0,0,0,3.48,4,55.73,0,6,0.25,3.1,13.93,0,1,2,5,0.4,2,4,1,4,5,33.33,3,N
26,29,6,13,12,0,1,0.02,0,1,1,61,1,0,47,0,1,1,45,22.17,22112.96,0.33,175,0.05,1228.5,997.58,1,0,0,48,0.01,77,98,33,19,100,34.72,60,N
5,9,3,0,1,16,5,0.24,8,3,0,19,1,0,21,0,0,0,19.21,19,6935,0.12,73,0.05,385.28,365,0,4,8,16,0.17,26,47,13,19,29,4.55,21,N
0,3,0,0,0,4,2,0.67,2,1,0,5,1,0,3,0,2,1,5.07,8.75,388.32,0.01,14,0.11,21.57,44.38,0,1,2,5,0.4,5,9,2,7,5,0,3,N
8,5,3,4,3,8,3,0.08,4,3,1,16,1,0,34,0,0,0,41.8,21.67,19620.65,0.3,178,0.05,1090.04,905.57,0,2,4,15,0.06,70,108,21,13,51,17.07,38,Y
1,1,0,2,1,0,1,0.1,0,1,1,1,1,0,8,0,0,0,62.55,3,562.94,0.06,45,0.33,31.27,187.65,1,0,0,2,0.07,21,24,14,4,14,27.27,10,N
7,1,0,3,0,0,1,0.06,0,1,1,1,1,0,13,0,0,0,84.28,3.33,936.48,0.09,63,0.3,52.03,280.94,1,0,0,2,0.04,30,33,18,4,25,18.75,16,N
6,1,1,6,10,0,1,0.04,0,1,1,7,1,0,18,0,0,0,60.8,10.87,7182.78,0.22,131,0.09,399.04,660.82,1,0,0,8,0.02,50,81,23,10,42,47.06,24,N
2,1,0,0,0,0,1,0.07,0,1,1,1,1,0,14,1,0,0,15.29,13.8,2912.15,0.07,61,0.07,161.79,211.03,1,0,0,2,0.06,23,38,5,6,18,0,14,N
8,23,2,11,1,40,12,0.32,18,3,0,40,1,0,27,0,4,0,29.02,11.14,3602.85,0.11,68,0.09,200.16,323.33,0,11,20,30,0.24,24,44,14,13,49,30.77,38,N
1,3,1,0,2,4,2,0.22,2,1,0,6,1,0,9,0,0,0,33,4.85,774.95,0.05,37,0.21,43.05,159.91,0,1,2,6,0.14,18,19,13,7,14,18.18,9,N
6,5,2,10,0,8,3,0.12,4,1,0,13,1,0,15,1,2,0,22.9,11.46,3006.28,0.09,58,0.09,167.02,262.37,0,2,4,12,0.09,25,33,12,11,33,40,25,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,N
7,1,0,0,7,0,1,0.25,0,1,1,1,1,0,4,0,0,0,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,1,0,0,2,0.05,6,7,5,4,20,63.64,4,N
0,5,1,0,1,8,3,0.3,4,1,0,9,1,0,10,0,2,0,15.82,9.29,1364.49,0.05,34,0.11,75.81,146.95,0,2,4,8,0.23,10,24,7,13,13,9.09,10,N
6,11,13,0,8,20,1,0.03,10,1,1,36,1,0,40,0,1,1,64.51,16.04,16601.02,0.34,170,0.06,922.28,1034.86,1,5,10,32,0.02,77,93,48,20,56,16.67,40,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,1,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.25,4,8,4,7,4,0,2,N
8,5,2,4,3,8,3,0.08,4,3,1,18,1,0,34,0,2,0,43.4,21.27,19640.49,0.31,180,0.05,1091.14,923.27,0,2,4,17,0.06,72,108,22,13,51,17.07,38,Y
0,5,1,0,0,0,3,0.43,0,2,0,7,3,1,7,0,0,0,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,1,0,0,6,0.33,9,13,6,9,9,0,7,N
8,11,2,14,4,20,6,0.18,10,3,0,27,1,0,20,0,0,0,26.76,22.02,12978.67,0.2,110,0.05,721.04,589.33,0,5,10,23,0.13,51,59,22,19,48,47.37,34,N
5,7,9,1,4,12,4,0.15,6,4,1,30,1,0,26,0,0,0,72.57,10.48,7975.84,0.25,142,0.1,443.1,760.77,0,3,6,28,0.11,65,77,31,10,38,16.12,27,N
7,13,2,9,7,10,9,0.21,4,5,0,42,3,0,33,0,7,0,22.48,40.3,36506.33,0.3,164,0.02,2028.13,905.86,0,3,5,35,0.16,62,102,20,26,58,32.65,42,Y
4,5,6,0,3,8,3,0.14,4,2,0,15,1,0,21,0,2,0,52.5,8.33,3646.02,0.15,86,0.12,202.56,437.52,0,2,4,14,0.1,40,46,24,10,30,12.5,21,N
36,37,35,10,26,70,19,0.13,34,17,0,119,8,0,133,0,11,0,92.83,40.06,148951.03,1.24,566,0.02,8275.05,3718.54,0,18,35,102,0.08,237,329,71,24,228,21.3,143,N
3,13,5,0,3,22,7,0.14,10,3,0,33,4,0,51,1,0,0,21.8,47.14,48447.18,0.34,202,0.02,2691.51,1027.67,0,6,11,28,0.12,66,136,14,20,59,5.56,51,N
0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,1,0,0,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,2,0.2,3,7,3,6,5,0,3,N
6,1,4,0,5,0,1,0.13,0,1,1,7,1,0,8,0,0,0,22.09,14.95,4936.79,0.11,73,0.07,274.27,330.22,1,0,0,8,0.05,23,50,10,13,21,38.46,8,N
2,3,0,1,0,4,2,0.25,2,1,0,5,1,0,7,0,0,0,5.6,7.5,315,0.01,14,0.13,17.5,42,0,1,2,5,0.17,5,9,2,6,12,12.5,8,N
4,3,1,0,6,4,2,0.25,2,2,1,5,1,0,8,0,2,1,15.92,12.57,2516.25,0.07,48,0.08,139.79,200.16,0,1,2,5,0.1,16,32,7,11,20,42.86,8,N
1,3,1,3,0,4,2,0.33,2,2,1,5,1,0,3,1,0,0,8.96,8,573.59,0.02,20,0.13,31.87,71.7,0,1,2,5,0.22,8,12,4,8,9,50,6,N
0,3,6,0,0,4,2,0.33,2,2,1,10,1,0,6,0,0,0,32.09,5.71,1047.99,0.06,40,0.18,58.22,183.4,0,1,2,10,0.25,16,24,14,10,8,0,6,N
4,3,2,7,4,4,2,0.15,2,2,1,15,1,0,6,0,2,1,40.82,10.25,4288.91,0.14,88,0.1,238.27,418.43,0,1,2,15,0.09,41,47,18,9,23,64.7,13,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,3,0.25,2,6,2,5,4,0,2,N
5,3,1,0,5,4,2,0.08,2,1,0,7,1,0,24,0,0,0,54.76,9.05,4482.37,0.17,100,0.11,249.02,495.42,0,1,2,7,0.06,38,62,21,10,36,17.24,24,N
1,1,2,0,0,0,1,0.2,0,1,1,5,1,0,5,0,0,0,16.51,4.8,380.39,0.03,25,0.21,21.13,79.25,1,0,0,6,0.13,12,13,5,4,8,0,5,N
8,12,7,13,9,10,8,0.16,4,6,0,39,3,0,36,0,0,0,39.4,37.78,56237.13,0.5,268,0.03,3124.28,1488.63,0,3,5,33,0.12,102,166,27,20,68,37.93,49,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,2,1,4,7,4,4,1,0,0,N
5,17,10,6,4,32,9,0.23,16,9,1,50,5,0,34,0,9,1,74.55,14.83,16403.02,0.37,198,0.07,911.28,1105.82,0,8,16,43,0.18,89,109,36,12,51,22.73,40,N
4,7,5,0,3,12,1,0.03,6,1,1,36,1,0,35,0,0,0,47.96,20.64,20429.39,0.33,190,0.05,1134.97,989.8,1,3,6,34,0.02,86,104,25,12,44,7.89,35,N
4,7,3,0,5,12,4,0.18,6,3,0,15,1,0,22,0,3,0,18.66,30.14,16950.51,0.19,117,0.03,941.7,562.46,0,3,6,13,0.11,39,78,11,17,37,18.52,22,N
2,5,2,1,0,8,3,0.25,4,2,0,13,1,0,11,0,0,0,16.8,10.91,1999.82,0.06,39,0.09,111.1,183.32,0,2,4,12,0.19,16,23,11,15,16,8.33,12,N
6,13,11,0,6,20,7,0.22,8,5,0,38,7,1,32,0,4,0,66.91,11.92,9501.02,0.27,142,0.08,527.83,797.29,1,6,10,33,0.15,66,76,36,13,46,15.79,32,N
1,1,1,3,0,0,1,0.2,0,1,1,4,1,0,2,1,0,0,10.75,6,387.18,0.02,18,0.17,21.51,64.53,1,0,0,5,0.13,6,12,4,8,8,60,5,N
1,1,2,1,1,0,1,0.17,0,1,1,5,1,0,5,0,0,0,15.99,5,399.77,0.03,21,0.2,22.21,79.95,1,0,0,6,0.1,10,11,7,7,10,28.57,6,N
4,1,0,4,1,0,1,0.07,0,1,1,1,1,0,11,0,0,0,33.7,8.91,2674.82,0.1,72,0.11,148.6,300.23,1,0,0,2,0.05,28,44,11,7,22,31.25,15,N
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1,0,0,2,0.5,5,11,3,8,2,0,0,N
9,27,4,0,10,52,14,0.36,26,14,1,63,1,0,39,0,0,0,30.28,31.32,29698.21,0.32,188,0.03,1649.9,948.35,0,13,26,51,0.23,85,103,19,14,60,20.41,39,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0,0,N
1,1,2,0,0,0,1,0.11,0,1,1,7,1,0,9,0,0,0,34.4,5,860,0.06,43,0.2,47.78,172,1,0,0,8,0.09,22,21,11,5,11,0,9,N
2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,N
2,1,3,0,2,0,1,0.25,0,1,1,4,1,0,4,0,1,1,12.55,4.5,254.13,0.02,17,0.22,14.12,56.47,1,0,0,5,0.1,6,11,4,6,10,33.33,4,N
4,5,0,0,1,8,3,0.2,4,1,0,11,1,0,15,0,0,0,15.86,13.3,2805.08,0.07,46,0.08,155.84,210.91,0,2,4,10,0.14,19,27,10,14,22,6.25,15,N
3,5,6,0,3,8,1,0.07,4,1,1,16,1,0,15,0,0,0,32.04,6.6,1396.03,0.07,45,0.15,77.56,211.52,1,2,4,15,0.04,18,27,15,11,23,16.67,15,N
10,21,14,4,16,38,11,0.28,18,10,0,63,11,1,36,0,0,0,57.78,23.9,33016,0.46,253,0.04,1834.22,1381.24,1,10,19,54,0.16,114,139,31,13,68,35.71,40,N
0,1,2,0,0,0,1,1,0,1,1,3,1,0,0,0,0,0,9.29,1.5,20.9,0,6,0.67,1.16,13.93,1,0,0,4,0.5,2,4,2,3,2,0,0,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
1,1,0,0,0,0,1,0.11,0,1,1,1,1,0,9,2,1,1,34.17,7.96,2165.74,0.09,61,0.13,120.32,272.03,1,0,0,2,0.07,23,38,13,9,15,0,9,N
1,3,2,0,0,4,2,0.18,2,2,1,7,1,0,11,10,0,0,37.46,4.85,879.68,0.06,42,0.21,48.87,181.52,0,1,2,7,0.09,18,24,13,7,23,0,11,N
12,25,8,1,17,42,13,0.17,18,9,0,97,3,0,74,0,5,0,104.53,29.55,91277.08,1.03,461,0.03,5070.95,3088.9,0,12,21,86,0.12,197,264,80,24,106,19.57,75,N
1,17,8,0,7,30,9,0.36,14,8,0,38,3,0,25,0,9,1,19.39,47.27,43326.7,0.31,185,0.02,2407.04,916.53,0,8,15,31,0.26,52,133,11,20,35,21.88,25,N
6,7,2,11,1,12,4,0.16,6,3,0,16,1,0,14,1,0,0,34.23,10.32,3642.58,0.12,70,0.1,202.37,353.11,0,3,6,14,0.12,28,42,19,14,34,46.15,25,N
0,5,0,0,0,8,3,0.27,4,1,0,8,3,1,11,0,2,0,10.66,7.5,599.66,0.03,21,0.13,33.31,79.95,1,2,4,7,0.23,6,15,4,10,13,0,11,N
0,11,0,0,0,18,6,0.29,8,1,0,21,3,0,21,0,1,0,8.36,27,6094.62,0.08,61,0.04,338.59,225.73,0,5,9,17,0.26,24,37,4,9,23,0,21,N
1,1,0,0,0,0,1,0.11,0,1,1,1,1,0,9,0,1,1,42.67,3.56,539.44,0.05,41,0.28,29.97,151.72,1,0,0,2,0.08,16,25,9,4,12,0,9,N
0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,0,0,13.67,6,492.27,0.03,21,0.17,27.35,82.04,0,1,2,6,0.33,6,15,5,10,6,0,4,N
1,3,1,1,1,4,2,0.29,2,2,1,7,1,0,6,2,2,1,8.36,9,677.56,0.03,21,0.11,37.64,75.28,0,1,2,7,0.17,9,12,4,8,12,25,7,N
11,21,16,11,16,38,11,0.22,18,10,0,72,11,1,38,0,0,0,68.12,26.54,47985.65,0.6,322,0.04,2665.87,1807.94,1,10,19,63,0.14,147,175,36,13,78,41.54,49,N
0,1,1,0,0,0,1,0.17,0,1,1,2,1,0,6,1,1,1,11.68,5.33,332.11,0.02,18,0.19,18.45,62.27,1,0,0,3,0.13,4,14,3,8,8,0,6,N
4,35,6,3,14,58,1,0.02,22,1,1,66,1,0,57,0,0,0,36.94,52.98,103685.35,0.65,345,0.02,5760.3,1956.99,1,18,29,50,0.01,129,216,28,23,80,22.97,60,N
5,5,1,6,5,8,1,0.05,4,1,1,14,1,0,13,0,1,1,26.83,11.08,3292.14,0.1,64,0.09,182.9,297.21,1,2,4,13,0.03,24,40,13,12,31,45.83,19,N
3,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,33.33,3,N
2,13,5,0,1,32,7,0.23,16,5,0,26,7,1,30,0,0,0,22.2,19.56,8493.88,0.14,84,0.05,471.88,434.27,1,8,16,21,0.2,35,49,17,19,35,3.23,30,N
6,9,4,0,1,16,5,0.19,8,2,0,26,1,0,26,0,0,0,35.11,17.93,11294.45,0.21,120,0.06,627.47,629.75,0,4,8,23,0.14,55,65,23,15,35,3.7,26,N
4,3,0,0,19,4,2,0.25,2,1,0,6,1,0,8,0,0,0,17.09,5.71,558.13,0.03,25,0.18,31.01,97.67,0,1,2,6,0.06,10,15,7,8,33,70.37,8,N
3,6,3,0,3,4,1,0.06,2,1,1,15,1,0,17,0,1,1,22.16,9.33,1930.31,0.07,44,0.11,107.24,206.82,1,1,2,13,0.04,16,28,12,14,25,15,17,N
1,1,2,3,0,0,1,0.25,0,1,1,3,1,0,1,0,1,1,19.02,2,76.08,0.01,12,0.5,4.23,38.04,1,0,0,4,0.14,5,7,5,4,7,75,4,N
11,7,2,0,117,12,4,0.08,6,4,1,36,1,0,53,0,4,1,19.63,120.11,283140.67,0.79,440,0.01,15730.04,2357.32,0,3,6,34,0.02,188,252,18,23,183,68.82,53,N
0,1,2,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,9.9,3.33,110,0.01,11,0.3,6.11,33,1,0,0,4,0.2,4,7,3,5,5,0,3,N
4,7,2,0,21,10,4,0.36,4,3,0,11,4,1,11,0,4,1,16.32,10.11,1668.32,0.05,37,0.1,92.68,165,1,3,5,9,0.11,14,23,9,13,38,65.63,11,N
24,5,0,24,8,8,3,0.04,4,1,0,13,1,0,50,0,1,0,62.73,51.81,168419.65,1.08,582,0.02,9356.65,3250.45,0,2,4,12,0.03,279,303,35,13,108,39.02,74,N
10,40,12,40,12,34,28,0.25,12,16,0,82,13,0,74,0,0,0,61.8,40.48,101245.81,0.83,379,0.02,5624.77,2501.37,0,11,17,56,0.2,150,229,63,34,138,41.27,114,N
5,8,3,10,3,4,6,0.16,2,4,0,24,1,0,27,0,5,0,24.9,36.36,32923.55,0.3,163,0.03,1829.09,905.4,0,1,2,20,0.13,64,99,22,25,47,32.5,37,N
19,37,0,4,1,72,19,0.35,36,1,0,73,1,0,51,0,0,0,73.7,8.1,4835.34,0.2,127,0.12,268.63,596.96,0,18,36,56,0.25,54,73,20,6,77,8.93,55,N
10,27,4,0,9,40,1,0.02,14,1,1,49,1,0,44,0,0,0,30.59,55.52,94302.8,0.57,313,0.02,5239.04,1698.42,1,13,20,37,0.02,106,207,21,22,65,16.98,44,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,0,2,N
6,5,4,2,8,8,3,0.12,4,3,1,12,1,0,23,0,0,0,17.39,29.75,15389.5,0.17,116,0.03,854.97,517.28,0,2,4,11,0.07,34,82,8,14,41,30.3,25,N
6,11,6,13,2,16,6,0.25,6,4,0,22,4,0,11,0,0,0,43.15,6.37,1749.95,0.09,56,0.16,97.22,274.79,0,5,8,18,0.18,22,34,19,11,34,57.69,24,N
1,1,1,3,2,0,1,0.25,0,1,1,3,1,0,1,0,1,1,17.17,2.4,98.9,0.01,13,0.42,5.49,41.21,1,0,0,4,0.11,6,7,5,4,9,83.33,4,Y
27,15,0,11,12,24,1,0.02,10,1,1,32,1,0,46,0,1,1,35.44,92.28,301801.36,1.09,571,0.01,16766.74,3270.64,1,7,12,26,0.01,223,348,29,24,100,33.33,57,N
2,3,1,2,0,4,2,0.29,2,2,1,6,1,0,5,0,0,0,8.54,5.83,290.67,0.02,15,0.17,16.14,49.83,0,1,2,6,0.18,5,10,3,7,11,28.57,7,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,N
6,5,7,0,2,8,3,0.13,4,2,0,16,1,0,23,0,2,0,51.71,10.22,5402.86,0.18,100,0.1,300.16,528.54,0,2,4,15,0.09,46,54,27,12,33,8,23,N
2,7,0,0,7,12,4,0.5,6,1,0,14,1,0,8,0,0,0,12.17,13.5,2217.15,0.05,38,0.07,123.17,164.23,0,3,6,12,0.17,18,20,8,12,23,46.67,8,N
4,3,0,6,0,4,2,0.13,2,1,0,6,1,0,9,1,2,1,30.88,8.07,2009.59,0.08,53,0.12,111.64,249.12,0,1,2,6,0.1,22,31,15,11,21,40,15,N
1,1,1,0,1,0,1,0.33,0,1,1,2,1,0,3,0,0,0,10.82,5.83,368.18,0.02,19,0.17,20.45,63.12,1,0,0,3,0.14,5,14,3,7,7,25,3,N
9,3,1,0,0,0,2,0.22,0,2,1,5,1,0,9,0,2,1,13.71,6.67,609.18,0.03,24,0.15,33.84,91.38,0,0,0,5,0.1,10,14,6,8,21,0,9,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.71,3.5,94.5,0.01,9,0.29,5.25,27,1,0,0,3,0.25,1,8,1,7,4,0,2,N
4,7,5,0,3,12,1,0.03,6,1,1,36,1,0,35,0,1,1,47.96,20.64,20429.39,0.33,190,0.05,1134.97,989.8,1,3,6,34,0.02,86,104,25,12,44,7.89,35,N
39,134,14,98,2,180,80,0.27,88,44,0,271,1,0,202,0,12,0,50.69,141.56,1015641.46,2.39,1037,0.01,56424.53,7174.86,0,46,90,193,0.23,416,621,72,49,343,33.11,300,N
3,5,3,2,1,8,3,0.3,4,3,1,12,1,0,8,0,3,1,18.05,12.09,2638.98,0.07,47,0.08,146.61,218.26,0,2,4,11,0.19,19,28,11,14,16,27.27,10,N
4,35,6,3,14,58,1,0.02,22,1,1,66,1,0,57,0,1,1,36.94,52.98,103685.35,0.65,345,0.02,5760.3,1956.99,1,18,29,50,0.01,129,216,28,23,80,22.97,60,N
1,3,2,3,1,4,2,0.25,2,2,1,8,1,0,5,1,0,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0,1,2,8,0.17,9,10,7,7,12,44.44,8,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,0,2,N
4,5,2,0,1,8,3,0.17,4,3,1,13,1,0,18,0,0,0,28.22,8.25,1920.54,0.08,53,0.12,106.7,232.79,0,2,4,12,0.12,22,31,12,9,25,5.26,18,N
3,1,0,0,2,0,1,0.06,0,1,1,1,1,0,17,0,1,1,60.75,5.33,1728,0.11,81,0.19,96,324,1,0,0,2,0.04,32,49,12,4,24,10.53,17,N
0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,1,1,7.12,7,348.8,0.02,15,0.14,19.38,49.83,1,0,0,2,0.14,6,9,3,7,7,0,3,N
20,21,4,0,80,40,11,0.17,20,10,0,51,1,0,63,0,11,1,28.39,77.78,171770.62,0.74,382,0.01,9542.81,2208.48,0,10,20,42,0.04,150,232,27,28,248,55.94,63,N
2,7,0,1,0,12,4,0.2,6,1,0,15,1,0,19,0,0,0,18.03,12.67,2893.07,0.08,52,0.08,160.73,228.4,0,3,6,13,0.17,19,33,9,12,24,5,20,Y
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,N
0,3,1,0,0,4,2,0.4,2,1,0,6,1,0,5,0,1,0,12.12,6.6,528,0.03,20,0.15,29.33,80,0,1,2,6,0.29,6,14,5,11,7,0,5,N
6,1,4,0,0,0,1,0.08,0,1,1,11,1,0,13,0,0,0,35.16,5,879.05,0.06,45,0.2,48.84,175.81,1,0,0,12,0.05,20,25,10,5,21,0,13,N
16,21,3,0,93,40,11,0.22,20,8,0,49,1,0,49,0,11,1,21.75,67.36,98690.19,0.49,270,0.01,5482.79,1465.09,0,10,20,40,0.07,97,173,18,25,160,65.48,49,N
1,7,3,0,2,12,4,0.31,6,3,0,20,1,0,13,0,4,1,23.37,9.45,2087.42,0.07,52,0.11,115.97,220.89,0,3,6,18,0.22,21,31,10,9,18,13.33,13,N
36,69,32,5,18,120,38,0.16,60,12,0,192,1,0,231,0,1,0,161.36,45.73,337457.65,2.46,970,0.02,18747.65,7379.11,0,30,60,156,0.13,449,521,162,33,292,9.06,236,Y
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1,0,0,3,0.25,2,7,2,7,4,0,2,N
3,1,3,2,0,0,1,0.09,0,1,1,6,1,0,9,0,0,0,35.81,10.5,3947.65,0.13,82,0.1,219.31,375.97,1,0,0,7,0.06,35,47,15,9,16,18.18,11,N
0,1,1,0,6,0,1,0.5,0,1,1,2,1,0,2,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,3,0.1,1,4,1,4,10,75,2,N
0,1,4,2,4,0,1,0.25,0,1,1,5,1,0,2,0,1,1,22.58,8.13,1490.75,0.06,44,0.12,82.82,183.48,1,0,0,6,0.1,13,31,8,10,10,75,4,N
1,3,0,0,7,4,2,0.29,2,1,0,7,1,0,7,0,2,1,16,6.5,676,0.03,26,0.15,37.56,104,0,1,2,7,0.12,13,13,8,8,17,50,7,N
