@relation PC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1,19,7,1,0,30,10,0.48,12,2.5,5,0.5,39,7,0.67,20,2,31.94,20.33,13197.22,0.22,122,0.05,733.18,649.28,0.7,9,15,31,0.43,55,67,23,17,23,4.76,21,N
1,7,1,0,0,12,4,0.4,6,2,3,0.75,16,1,0,10,0,11.9,21.72,5615.72,0.09,55,0.05,311.98,258.51,0.25,3,6,14,0.33,23,32,9,17,12,0,10,N
2,13,2,0,0,20,7,0.54,8,2.5,5,0.71,24,6,0.83,13,2,7.8,43.5,14758.99,0.11,74,0.02,819.94,339.29,0.86,6,10,19,0.44,29,45,6,18,16,0,13,N
0,3,2,0,0,4,2,0.22,2,2,2,1,8,1,0,9,2,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,0.5,1,2,8,0.2,16,18,9,10,10,0,9,N
3,5,1,2,0,4,3,0.17,2,2,2,0.67,11,3,1,16,1,29.62,10.74,3416.62,0.11,59,0.09,189.81,318.15,1,1,2,10,0.04,26,33,23,19,80,11.11,18,N
0,5,2,1,0,8,3,0.23,4,2,3,1,13,1,0,12,1,9.76,27,7115.55,0.09,60,0.04,395.31,263.54,0.33,2,4,12,0.21,27,33,7,14,14,7.69,13,N
6,7,2,2,7,12,4,0.14,6,2,2,0.5,17,1,0,26,0,27.15,19.13,9929.59,0.17,108,0.05,551.64,519.19,0.25,3,6,15,0.1,51,57,16,12,42,25.71,28,N
9,5,2,0,0,8,3,0.2,4,2,3,1,9,1,0,15,0,32.35,7.7,1918.25,0.08,53,0.13,106.57,249.12,0.33,2,4,8,0.12,21,32,15,11,25,0,15,Y
2,3,3,0,0,4,2,0.29,2,2,2,1,7,1,0,7,0,19.12,3,172.08,0.02,16,0.33,9.56,57.36,0.5,1,2,7,0.2,6,10,6,6,10,0,7,N
39,41,4,2,62,80,21,0.14,40,2,5,0.24,98,4,0.15,150,3,85.6,33.3,94929.66,0.95,430,0.03,5273.87,2850.62,0.19,20,40,79,0.08,187,243,73,26,254,29.91,152,Y
0,5,0,3,0,8,1,0.06,4,2,1,1,12,1,0,13,0,11.89,35.56,15025.45,0.14,91,0.03,834.75,422.59,1,2,4,11,0.06,40,51,9,16,17,18.75,16,N
1,11,1,0,0,18,6,0.26,8,2.25,2,0.33,25,5,0.8,23,0,18.18,25.38,11715.15,0.15,96,0.04,650.84,461.51,0.83,5,9,21,0.24,44,52,13,15,25,0,23,N
1,3,0,0,0,4,2,0.22,2,2,1,0.5,5,1,0,9,0,10.53,13.2,1834.45,0.05,34,0.08,101.91,138.97,0.5,1,2,5,0.18,11,23,5,12,11,0,9,N
2,7,0,0,0,12,4,0.67,6,2,1,0.25,13,4,1,6,0,7.22,13.33,1282.82,0.03,26,0.08,71.27,96.21,1,3,6,11,0.44,8,18,3,10,9,0,6,N
31,17,4,11,44,30,9,0.1,14,2.14,2,0.22,44,3,0.25,80,0,75.47,27.68,57833.24,0.7,318,0.04,3212.96,2089.21,0.33,8,15,37,0.05,126,192,66,29,167,40.74,91,Y
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,6.5,6,234,0.01,13,0.17,13,39,0.5,1,2,6,0.29,4,9,2,6,7,0,6,N
2,17,2,0,0,24,9,0.47,8,3,4,0.44,32,6,0.63,19,2,28.4,27.71,21801.15,0.26,145,0.04,1211.17,786.81,0.67,8,14,25,0.41,70,75,24,19,22,0,19,N
1,11,2,0,0,18,6,0.5,8,2.25,2,0.33,21,6,1,12,0,12.67,21.85,6050.37,0.09,57,0.05,336.13,276.9,1,5,9,17,0.43,23,34,10,19,14,0,12,N
17,24,4,1,16,28,14,0.17,12,2.33,8,0.57,47,9,0.62,83,2,65.3,30.58,61049.26,0.67,295,0.03,3391.63,1996.61,0.64,8,14,35,0.12,119,176,72,37,118,17,84,N
5,3,3,0,2,4,2,0.15,2,2,2,1,9,1,0,13,1,28.35,11.7,3880.98,0.11,69,0.09,215.61,331.71,0.5,1,2,9,0.1,27,42,15,13,21,13.33,13,N
1,5,3,2,1,8,3,0.3,4,2,3,1,11,1,0,8,0,22.95,7.27,1213.88,0.06,38,0.14,67.44,166.91,0.33,2,4,10,0.23,16,22,11,10,13,27.27,10,N
9,5,3,0,1,8,3,0.21,4,2,2,0.67,14,1,0,14,0,34.4,9.84,3332.3,0.11,69,0.1,185.13,338.58,0.33,2,4,13,0.12,34,35,19,11,25,6.67,14,N
16,17,3,0,3,32,9,0.23,16,2,5,0.56,41,1,0,40,0,44.52,33.54,50068.96,0.5,247,0.03,2781.61,1492.97,0.11,8,16,34,0.15,110,137,41,25,60,6.98,40,N
2,11,1,2,10,16,6,0.21,6,2.67,3,0.5,18,6,1,26,0,70.03,10.63,7911,0.25,134,0.09,439.5,744.31,1,5,8,14,0.15,62,72,35,12,41,31.58,28,N
2,21,1,2,4,40,11,0.37,20,2,3,0.27,47,6,0.5,28,0,25.12,32,25722.21,0.27,158,0.03,1429.01,803.82,0.55,10,20,38,0.3,72,86,18,16,37,17.65,30,N
10,5,4,2,2,8,3,0.08,4,2,1,0.33,13,1,0,34,0,61.05,23.72,34338.99,0.48,254,0.04,1907.72,1447.91,0.33,2,4,12,0.06,117,137,37,15,49,10.53,36,Y
23,13,7,2,25,22,7,0.2,10,2.2,6,0.86,31,3,0.33,33,1,34.18,27.98,26767.81,0.32,167,0.04,1487.1,956.56,0.43,6,11,26,0.08,73,94,30,23,84,45,35,N
0,9,0,1,0,16,5,0.45,8,2,1,0.2,17,3,0.5,10,2,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,0.6,4,8,14,0.42,29,34,11,13,12,9.09,11,N
4,3,0,1,3,4,2,0.2,2,2,1,0.5,6,1,0,9,0,18.85,8.89,1489.65,0.06,41,0.11,82.76,167.59,0.5,1,2,6,0.11,20,21,9,8,18,30.77,10,N
1,5,1,0,1,8,3,0.33,4,2,2,0.67,9,1,0,9,0,10.79,14.57,2290.24,0.05,37,0.07,127.24,157.17,0.33,2,4,8,0.25,17,20,7,12,12,10,9,N
14,5,7,1,9,8,3,0.11,4,2,2,0.67,15,1,0,27,0,75.95,8.79,5865.3,0.22,123,0.11,325.85,667.43,0.33,2,4,14,0.06,58,65,33,10,52,27.03,28,N
9,13,6,7,4,24,7,0.15,12,2,6,0.86,37,1,0,40,0,67.47,13.2,11756.11,0.3,149,0.08,653.12,890.61,0.14,6,12,32,0.11,66,83,45,18,61,21.57,47,Y
12,9,1,0,3,16,5,0.19,8,2,3,0.6,21,1,0,27,0,32.61,22.33,16266.67,0.24,142,0.04,903.7,728.36,0.2,4,8,18,0.12,67,75,21,14,43,10,27,N
2,15,1,0,0,24,8,0.33,10,2.4,2,0.25,27,7,0.86,24,3,10.04,45,20327.14,0.15,95,0.02,1129.29,451.71,0.88,7,12,21,0.3,45,50,9,18,27,0,24,N
0,7,2,0,0,12,4,0.24,6,2,3,0.75,13,1,0,17,2,25.96,11.15,3229.13,0.1,64,0.09,179.4,289.51,0.25,3,6,11,0.22,29,35,13,10,18,0,17,N
4,27,0,1,4,46,14,0.64,20,2.3,1,0.07,46,9,0.62,21,2,15.66,31.95,15993.34,0.17,102,0.03,888.52,500.5,0.64,13,23,34,0.45,37,65,11,19,31,19.23,22,N
4,3,2,0,2,4,2,0.22,2,2,2,1,6,1,0,9,2,23.29,7.08,1168.74,0.05,37,0.14,64.93,165,0.5,1,2,6,0.13,17,20,12,10,16,18.18,9,N
3,15,2,5,9,26,8,0.32,12,2.17,4,0.5,26,1,0,20,0,50.38,12.13,7410.9,0.2,110,0.08,411.72,611,0.13,7,13,20,0.21,47,63,31,16,38,41.18,25,Y
56,71,13,42,24,140,36,0.26,70,2,17,0.47,181,1,0,99,0,79.48,89.75,640223.79,2.38,1056,0.01,35567.99,7133.16,0.03,35,70,147,0.16,489,567,79,29,230,40,141,N
1,5,0,0,0,8,3,0.18,4,2,1,0.33,12,1,0,17,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0.33,2,4,11,0.16,13,22,10,11,19,0,17,N
225,236,15,2,40,384,136,0.23,188,2.04,123,0.9,581,123,0.9,600,2,246.47,105.26,2730637.23,8.65,2785,0.01,151702.06,25942.69,0.9,98,192,447,0.16,1144,1641,538,99,868,6.54,602,Y
14,9,6,2,5,16,5,0.26,8,2,5,1,22,1,0,17,0,27.48,11.67,3740.65,0.11,66,0.09,207.81,320.63,0.2,4,8,19,0.13,25,41,15,14,39,29.17,19,N
2,5,2,0,1,8,3,0.23,4,2,3,1,12,1,0,13,0,20.13,10.91,2395.81,0.07,50,0.09,133.1,219.62,0.33,2,4,11,0.21,24,26,11,10,14,7.14,13,N
10,13,2,2,5,22,7,0.39,10,2.2,3,0.43,22,1,0,16,3,40.19,16.19,10535.84,0.22,124,0.06,585.32,650.74,0.14,6,11,17,0.21,40,84,21,17,34,30.43,18,N
2,13,8,2,0,12,8,0.21,6,2,8,1,33,5,0.57,37,1,41.04,18.7,14355.42,0.26,134,0.05,797.52,767.54,0.63,3,6,27,0.19,57,77,32,21,42,5.13,39,N
10,9,4,0,7,16,5,0.22,8,2,5,1,20,1,0,23,0,27.2,13.43,4907.99,0.12,76,0.07,272.67,365.36,0.2,4,8,17,0.12,31,45,15,13,41,23.33,23,N
2,3,0,1,0,4,2,0.18,2,2,1,0.5,6,1,0,10,2,14.55,10.56,1623.78,0.05,35,0.09,90.21,153.73,0.5,1,2,6,0.14,13,22,8,13,14,9.09,11,N
3,19,8,0,0,30,10,0.28,14,2.14,6,0.6,53,1,0,36,0,58.73,14.58,12491.15,0.29,151,0.07,693.95,856.54,0.1,8,15,45,0.25,70,81,36,15,40,0,36,N
5,3,2,0,0,4,2,0.14,2,2,2,1,9,1,0,14,0,25.22,9.21,2138.11,0.08,50,0.11,118.78,232.19,0.5,1,2,9,0.1,17,33,12,13,20,0,14,N
1,7,1,0,0,10,4,0.44,4,2.5,2,0.5,13,3,0.67,9,1,12.65,16.67,3515.14,0.07,46,0.06,195.29,210.91,0.75,3,5,11,0.36,20,26,9,15,11,0,9,N
6,7,3,3,5,12,4,0.5,6,2,4,1,13,1,0,5,0,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,0.25,3,6,11,0.2,12,16,8,6,20,61.54,8,N
6,45,11,2,0,86,23,0.32,42,2.05,19,0.83,112,19,0.82,69,2,61.49,38.76,92377.54,0.79,377,0.03,5132.09,2383.37,0.83,22,43,91,0.29,161,216,54,26,78,2.82,71,N
0,5,1,0,0,8,3,0.38,4,2,3,1,15,1,0,8,0,17.84,12,2568.63,0.07,48,0.08,142.7,214.05,0.33,2,4,14,0.33,24,24,11,11,9,0,8,N
14,17,7,8,6,24,9,0.25,10,2.4,5,0.56,33,5,0.5,28,0,51.55,12,7423.67,0.21,112,0.08,412.43,618.64,0.56,7,12,26,0.16,45,67,30,16,57,33.33,36,N
8,52,13,0,7,80,28,0.42,36,2.22,17,0.61,110,22,0.78,66,2,50.98,46.25,109073.64,0.79,366,0.02,6059.65,2358.12,0.79,22,40,84,0.34,159,207,55,32,82,9.59,66,N
0,3,1,0,0,4,2,0.4,2,2,2,1,6,1,0,5,3,17.11,5.14,452.57,0.03,22,0.19,25.14,88,0.5,1,2,6,0.33,8,14,7,9,6,0,5,N
0,13,1,0,1,28,7,0.64,12,2.33,3,0.43,25,1,0,11,1,11.3,26.81,8126.06,0.1,69,0.04,451.45,303.07,0.14,8,14,20,0.54,33,36,8,13,13,8.33,11,N
16,9,5,5,22,16,5,0.12,8,2,5,1,22,1,0,37,1,61.13,14.05,12066.02,0.29,146,0.07,670.33,858.87,0.2,4,8,19,0.06,64,82,41,18,81,42.19,42,N
13,11,7,1,5,16,6,0.26,6,2.67,4,0.67,25,5,0.8,22,0,44.98,9.92,4423.57,0.15,85,0.1,245.75,446.07,0.83,5,8,21,0.14,34,51,24,14,42,21.43,23,N
18,21,6,13,14,38,11,0.16,18,2.11,6,0.55,40,1,0,57,0,114.46,26.63,81152.69,1.02,434,0.04,4508.48,3047.71,0.09,10,19,31,0.11,194,240,102,28,103,32.14,70,Y
3,3,1,0,0,4,2,0.17,2,2,1,0.5,7,1,0,12,2,38.44,12.6,6102.12,0.16,91,0.08,339.01,484.3,0.5,1,2,7,0.13,42,49,25,15,16,0,12,N
1,3,2,0,0,4,2,0.13,2,2,2,1,7,1,0,15,1,16.95,16.5,4614.93,0.09,57,0.06,256.39,279.69,0.5,1,2,7,0.12,22,35,12,18,17,0,15,N
8,13,1,0,2,16,7,0.44,4,4,3,0.43,21,7,1,16,0,19.37,22,9373.21,0.14,97,0.05,520.73,426.05,1,6,8,16,0.26,40,57,10,11,27,11.11,16,N
2,5,2,1,3,8,3,0.21,4,2,1,0.33,12,1,0,13,1,17.5,12.5,2734.06,0.07,46,0.08,151.89,218.72,0.33,2,4,11,0.15,20,26,12,15,20,23.53,14,Y
1,3,1,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,0,10.75,6,387.18,0.02,18,0.17,21.51,64.53,0.5,1,2,6,0.29,6,12,4,8,7,0,5,N
56,36,19,0,50,40,24,0.17,20,2,18,0.75,93,9,0.35,141,1,87.72,51.91,236376.96,1.52,657,0.02,13132.05,4553.49,0.38,10,20,71,0.09,292,365,90,32,258,26.18,141,Y
27,25,20,0,0,4,23,0.29,2,2,22,0.96,51,1,0,79,1,54.19,28.96,45461.48,0.52,243,0.03,2525.64,1569.64,0.04,1,2,30,0.21,92,151,54,34,107,0,79,N
16,11,13,3,6,24,6,0.1,12,2,5,0.83,45,1,0,59,0,66.95,25.45,43359.38,0.57,268,0.04,2408.85,1703.82,0.17,6,12,41,0.06,123,145,58,24,107,13.24,62,N
8,5,2,0,2,8,3,0.2,4,2,3,1,12,1,0,15,3,29.67,10.11,3033.33,0.1,60,0.1,168.52,300,0.33,2,4,11,0.12,26,34,18,14,26,11.76,15,N
19,15,3,0,0,28,8,0.18,14,2,8,1,40,6,0.71,44,0,63.87,22.36,31928.52,0.48,247,0.04,1773.81,1428,0.75,7,14,34,0.13,109,138,39,16,64,0,44,N
17,25,1,0,0,38,13,0.3,14,2.71,7,0.54,35,12,0.92,43,2,53.96,27.69,41377.61,0.5,254,0.04,2298.76,1494.19,0.92,12,19,24,0.21,108,146,39,20,61,0,43,N
8,3,2,0,0,4,2,0.15,2,2,2,1,7,1,0,13,1,26.31,10.35,2820.11,0.09,54,0.1,156.67,272.4,0.5,1,2,7,0.09,22,32,17,16,22,0,13,N
3,7,2,0,0,8,4,0.67,2,4,2,0.5,10,4,1,6,0,19.97,7.7,1183.73,0.05,35,0.13,65.76,153.73,1,3,4,8,0.4,14,21,10,11,10,0,6,N
18,9,0,4,15,16,5,0.16,8,2,1,0.2,18,1,0,28,0,39.43,20.33,16303.48,0.27,146,0.05,905.75,801.81,0.2,4,8,15,0.08,61,85,27,18,66,40.43,32,N
3,51,9,0,0,96,26,0.32,46,2.09,16,0.62,110,22,0.84,82,2,83.45,34.68,100348.96,0.96,448,0.03,5574.94,2893.83,0.85,25,48,86,0.3,196,252,65,23,86,0,82,N
2,3,0,1,0,4,2,0.18,2,2,1,0.5,6,1,0,10,3,14.15,11.67,1925.68,0.06,36,0.09,106.98,165.06,0.5,1,2,6,0.14,14,22,9,15,14,9.09,11,N
8,14,2,9,4,16,9,0.26,8,2,9,1,24,1,0,25,0,49.99,23.34,27225.87,0.39,200,0.04,1512.55,1166.58,0.11,4,8,17,0.19,69,131,34,23,47,34.21,34,N
1,5,2,0,0,8,3,0.23,4,2,3,1,12,3,1,13,2,19.41,12.83,3197.08,0.08,53,0.08,177.62,249.12,1,2,4,11,0.2,22,31,12,14,15,0,13,N
1,9,0,0,0,14,5,0.5,6,2.33,1,0.2,17,3,0.5,10,0,8.52,19.25,3158.72,0.05,42,0.05,175.48,164.09,0.6,4,7,14,0.42,14,28,4,11,12,0,10,N
6,3,6,1,7,4,2,0.18,2,2,2,1,10,1,0,10,0,30.11,2.86,245.83,0.03,24,0.35,13.66,86.04,0.5,1,2,10,0.08,8,16,7,5,25,44.44,11,N
25,13,15,0,19,12,9,0.16,6,2,9,1,38,1,0,57,0,59.57,22.33,29696.99,0.44,211,0.04,1649.83,1330.1,0.11,3,6,31,0.09,86,125,52,27,102,25,57,N
0,5,3,0,0,6,3,0.5,2,3,2,0.67,9,3,1,6,0,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,1,2,3,8,0.43,13,17,9,9,7,0,6,N
4,15,1,1,1,26,8,0.38,12,2.17,2,0.25,32,4,0.43,20,1,15.74,26.13,10742.56,0.14,83,0.04,596.81,411.2,0.5,7,13,26,0.3,33,50,12,19,27,9.09,21,N
3,23,8,0,1,42,12,0.27,20,2.1,6,0.5,57,6,0.45,45,0,49.36,26.92,35782.13,0.44,225,0.04,1987.9,1329.05,0.5,11,21,47,0.24,100,125,39,21,50,2.17,45,N
0,9,0,0,0,16,5,0.45,8,2,1,0.2,17,3,0.5,11,2,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,0.6,4,8,14,0.42,29,34,11,13,12,0,11,N
3,7,0,0,0,10,4,0.4,4,2.5,1,0.25,12,3,0.67,10,1,10.84,13.71,2039.01,0.05,35,0.07,113.28,148.68,0.75,3,5,10,0.29,16,19,7,12,14,0,10,N
1,9,1,0,0,16,5,0.45,8,2,3,0.6,18,1,0,11,0,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,0.2,4,8,15,0.38,22,29,10,13,13,0,11,N
2,5,0,0,0,8,3,0.3,4,2,1,0.33,11,1,0,10,0,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,0.33,2,4,10,0.23,14,15,6,7,13,0,10,N
2,9,2,1,3,16,5,0.5,8,2,2,0.4,23,1,0,9,0,13.72,23.38,7494.65,0.11,66,0.04,416.37,320.63,0.2,4,8,20,0.31,33,33,12,17,16,30.77,10,N
12,5,5,0,14,6,3,0.14,2,3,2,0.67,13,3,1,22,1,39.97,14.79,8738.67,0.2,107,0.07,485.48,591.02,1,2,3,12,0.06,46,61,28,18,49,38.89,22,N
5,11,0,0,20,12,7,0.35,6,2,1,0.14,24,1,0,20,3,17.47,39.33,27034.74,0.23,134,0.03,1501.93,687.32,0.14,3,6,19,0.15,59,75,15,20,46,50,20,N
1,7,0,0,0,12,4,0.19,6,2,1,0.25,14,1,0,21,2,16.21,11,1962.54,0.06,42,0.09,109.03,178.41,0.25,3,6,12,0.17,16,26,8,11,23,0,21,N
0,3,1,1,0,4,2,0.29,2,2,1,0.5,7,1,0,6,0,15.09,5.83,513.33,0.03,22,0.17,28.52,88,0.5,1,2,7,0.25,7,15,6,10,8,14.29,7,N
1,13,2,0,0,22,7,0.26,10,2.2,3,0.43,24,1,0,27,2,18.92,19.63,7291.52,0.12,73,0.05,405.08,371.38,0.14,6,11,19,0.24,31,42,15,19,29,0,27,N
8,7,1,2,6,12,4,0.24,6,2,1,0.25,16,1,0,15,0,31.88,12.28,4805.3,0.13,79,0.08,266.96,391.38,0.25,3,6,14,0.13,34,45,18,13,32,34.78,17,Y
0,3,1,0,0,4,2,0.2,2,2,2,1,7,1,0,10,0,18.6,6.5,786.03,0.04,29,0.15,43.67,120.93,0.5,1,2,7,0.18,13,16,9,9,11,0,10,N
1,7,0,0,0,12,4,0.4,6,2,1,0.25,16,1,0,10,3,8.55,23.4,4683.66,0.07,48,0.04,260.2,200.16,0.25,3,6,14,0.33,18,30,5,13,12,0,10,N
6,9,0,1,4,14,5,0.23,6,2.33,1,0.2,16,3,0.5,21,2,19.62,28.29,15698.57,0.19,111,0.04,872.14,555,0.6,4,7,13,0.15,44,67,14,18,33,19.23,22,N
24,5,4,2,15,8,3,0.08,4,2,3,1,16,1,0,35,1,43.87,24.97,27356.45,0.37,187,0.04,1519.8,1095.44,0.33,2,4,15,0.04,88,99,37,21,77,32.68,37,Y
2,9,5,1,0,16,5,0.21,8,2,5,1,25,5,1,23,0,24.71,24.08,14329.51,0.2,116,0.04,796.08,595,1,4,8,22,0.19,51,65,18,17,27,4.17,24,N
2,11,1,7,1,16,6,0.24,6,2.67,3,0.5,19,5,0.8,18,0,43.77,11.31,5596.62,0.16,93,0.09,310.92,494.94,0.83,5,8,15,0.21,42,51,26,14,29,30.77,25,N
1,9,0,0,0,12,5,0.5,4,3,1,0.2,14,5,1,10,0,8.7,21,3835.88,0.06,43,0.05,213.1,182.66,1,4,6,11,0.42,15,28,5,14,12,0,10,N
5,5,0,2,0,8,3,0.16,4,2,1,0.33,10,1,0,17,2,19.77,16,5061.8,0.11,69,0.06,281.21,316.36,0.33,2,4,9,0.12,32,37,12,12,25,10.53,19,N
0,3,2,0,0,4,2,0.33,2,2,2,1,8,1,0,6,2,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,0.5,1,2,8,0.29,10,10,6,8,7,0,6,N
4,3,0,1,3,4,2,0.13,2,2,1,0.5,5,1,0,14,0,40.13,12.11,5880.71,0.16,100,0.08,326.71,485.8,0.5,1,2,5,0.09,46,54,19,10,23,22.22,15,N
2,3,2,0,1,4,2,0.25,2,2,2,1,7,1,0,8,0,19.62,6.67,871.99,0.04,32,0.15,48.44,130.8,0.5,1,2,7,0.17,15,17,9,8,12,11.11,8,N
1,5,1,0,0,6,3,0.43,2,3,2,0.67,9,3,1,7,1,13.8,7.86,851.86,0.04,26,0.13,47.33,108.42,1,2,3,8,0.33,10,16,7,11,9,0,7,N
1,13,2,0,0,24,7,0.33,12,2,3,0.43,28,6,0.83,21,0,20,16.25,5282.39,0.11,70,0.06,293.47,325.07,0.86,6,12,23,0.3,30,40,12,13,23,0,21,N
16,110,19,6,3,196,57,0.4,92,2.13,43,0.75,247,42,0.73,135,0,116.17,59.64,413206.28,2.31,951,0.02,22955.9,6928.42,0.74,52,98,192,0.35,428,523,122,34,161,6.25,141,N
1,3,0,3,3,4,2,0.2,2,2,1,0.5,6,1,0,7,1,14.49,36.4,19192.65,0.18,115,0.03,1066.26,527.27,0.5,1,2,6,0.13,52,63,10,14,15,46.15,10,N
17,15,5,0,7,8,11,0.2,4,2,7,0.64,32,1,0,54,1,46.52,27.6,35438.4,0.43,214,0.04,1968.8,1284,0.09,2,4,23,0.14,92,122,40,24,79,11.48,54,N
2,3,2,0,3,4,2,0.17,2,2,2,1,6,1,0,12,0,23.5,4,376.05,0.03,23,0.25,20.89,94.01,0.5,1,2,6,0.11,9,14,9,8,18,20,12,N
5,3,0,1,3,4,2,0.17,2,2,1,0.5,6,1,0,11,0,30.49,7.71,1814.59,0.08,52,0.13,100.81,235.23,0.5,1,2,6,0.1,24,28,14,9,21,26.67,12,N
8,13,2,2,9,22,7,0.25,10,2.2,2,0.29,28,3,0.33,26,2,22.75,41.68,39528.58,0.32,177,0.02,2196.03,948.29,0.43,6,11,23,0.15,72,105,19,22,46,29.73,28,N
15,21,2,15,12,38,11,0.14,18,2.11,3,0.27,48,5,0.4,62,0,44.17,19.55,16883.11,0.29,153,0.05,937.95,863.51,0.45,10,19,39,0.1,54,99,29,21,105,30.34,77,N
17,15,4,1,55,26,8,0.18,12,2.17,3,0.38,34,3,0.29,43,4,33.95,29.57,29690.28,0.33,177,0.03,1649.46,1004.02,0.38,7,13,28,0.07,72,105,28,23,117,56.57,44,N
15,25,8,2,21,46,13,0.16,22,2.09,8,0.62,61,7,0.5,81,4,105.63,27.36,79066.26,0.96,443,0.04,4392.57,2889.94,0.54,12,23,50,0.11,185,258,71,21,120,22.12,83,N
1,7,0,0,0,10,4,0.5,4,2.5,1,0.25,12,3,0.67,8,2,8.8,14.4,1824.64,0.04,31,0.07,101.37,126.71,0.75,3,5,10,0.4,12,19,5,12,10,0,8,N
7,7,4,0,3,4,5,0.14,2,2,5,1,16,1,0,36,1,44.89,14.07,8885.44,0.21,115,0.07,493.64,631.56,0.2,1,2,13,0.11,51,64,29,16,47,7.69,36,N
4,3,1,0,0,4,2,0.4,2,2,2,1,7,1,0,5,0,10.92,7.86,674.43,0.03,21,0.13,37.47,85.84,0.5,1,2,7,0.2,11,10,7,10,10,0,5,N
0,3,1,0,0,4,2,0.5,2,2,2,1,7,1,0,4,0,8.57,5.25,236.11,0.01,13,0.19,13.12,44.97,0.5,1,2,7,0.4,6,7,4,7,5,0,4,N
7,11,4,0,7,18,6,0.17,8,2.25,5,0.83,29,4,0.6,35,0,63.04,29.85,56178.07,0.63,305,0.03,3121,1881.83,0.67,5,9,25,0.12,145,160,51,21,50,16.67,35,N
5,5,2,0,8,6,3,0.2,2,3,1,0.33,10,3,1,15,1,26.52,11.5,3507.79,0.1,59,0.09,194.88,305.03,1,2,3,9,0.1,23,36,18,18,29,34.78,15,N
0,3,1,0,0,4,2,0.5,2,2,2,1,7,1,0,4,0,6.17,7,302.3,0.01,13,0.14,16.79,43.19,0.5,1,2,7,0.4,6,7,3,7,5,0,4,N
3,15,4,0,0,26,8,0.44,12,2.17,5,0.63,31,3,0.29,18,0,25.26,27.6,19238.64,0.23,131,0.04,1068.81,697.17,0.38,7,13,25,0.36,61,70,21,19,22,0,18,N
18,11,8,0,17,18,6,0.1,8,2.25,3,0.5,25,1,0,58,0,98.09,20,39236.98,0.65,314,0.05,2179.83,1961.85,0.17,5,9,21,0.06,150,164,60,16,94,22.67,58,Y
9,15,3,0,8,28,8,0.16,14,2,4,0.5,29,5,0.57,51,4,54.24,14.29,11081.65,0.26,136,0.07,615.65,775.26,0.63,7,14,23,0.12,54,82,34,18,69,13.56,51,N
6,3,0,0,0,4,2,0.22,2,2,1,0.5,7,1,0,9,0,18.88,8.44,1346.14,0.05,39,0.12,74.79,159.41,0.5,1,2,7,0.13,19,20,9,8,16,0,9,N
0,3,0,0,1,4,2,0.33,2,2,1,0.5,6,1,0,6,1,5.18,15,1165.64,0.03,21,0.07,64.76,77.71,0.5,1,2,6,0.25,9,12,3,10,8,14.29,6,N
17,5,3,0,13,8,3,0.06,4,2,2,0.67,17,1,0,50,0,102.01,28,79979.63,0.95,440,0.04,4443.31,2856.42,0.33,2,4,16,0.04,196,244,70,20,81,20.63,50,N
0,3,1,0,0,4,2,0.18,2,2,2,1,6,1,0,11,0,15.77,6.87,745.37,0.04,26,0.15,41.41,108.42,0.5,1,2,6,0.17,11,15,8,10,12,0,11,N
