@relation KC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2,1,0,0,1,1,1,7,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,6,12,5,8,11,N
3,7,0,0,4,3,3,14,20.12,7.31,1076.02,0.05,36,0.14,59.78,147.15,13,23,8,9,20,Y
5,9,2,4,5,4,5,29,26.39,18.89,9417.11,0.17,95,0.05,523.16,498.55,34,61,18,20,42,N
1,7,0,0,4,4,1,38,54.53,9.84,5279.89,0.18,103,0.1,293.33,536.57,41,62,25,12,44,N
3,7,0,0,4,3,4,12,16.4,8.64,1225.36,0.05,34,0.12,68.08,141.78,11,23,7,11,18,N
2,3,0,0,2,2,1,14,38.72,8.16,2575.6,0.11,68,0.12,143.09,315.78,29,39,16,9,23,N
0,3,0,0,2,2,1,6,14.41,3.6,186.81,0.02,15,0.28,10.38,51.89,6,9,5,6,8,N
10,9,0,3,5,5,1,48,46.25,10.59,5185.62,0.16,103,0.09,288.09,489.75,36,67,17,10,63,N
0,1,0,0,1,1,1,9,26.05,3,234.41,0.03,20,0.33,13.02,78.14,9,11,9,6,13,N
1,1,0,1,1,1,1,4,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,8,N
7,9,0,10,5,2,1,39,51.09,16,13079.79,0.27,148,0.06,726.66,817.49,60,88,30,16,61,Y
0,1,0,0,1,1,1,1,4.75,1,4.75,0,3,1,0.26,4.75,1,2,1,2,4,N
0,1,0,0,1,1,1,3,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,6,N
3,15,0,0,8,5,6,22,34.45,20.16,14002.37,0.23,128,0.05,777.91,694.56,56,72,25,18,27,Y
1,17,0,1,9,2,9,29,79.66,11.38,10307.52,0.3,165,0.09,572.64,906.16,56,109,32,13,36,N
1,4,0,0,3,1,1,11,13.92,8.33,966.67,0.04,29,0.12,53.7,116,10,19,6,10,14,N
3,7,1,1,4,4,1,28,31.3,13.82,5974.42,0.14,85,0.07,331.91,432.43,35,50,19,15,35,Y
0,1,0,0,1,1,1,7,26.63,2.5,166.42,0.02,21,0.4,9.25,66.57,10,11,6,3,8,N
35,53,3,44,27,25,5,198,107.5,27.42,80852.59,0.98,481,0.04,4491.81,2948.19,171,310,53,17,286,Y
0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,4,N
0,1,0,0,1,1,1,2,7.49,3,67.38,0.01,8,0.33,3.74,22.46,1,7,1,6,4,N
0,3,0,0,2,1,1,6,23.08,5.6,723.9,0.04,31,0.18,40.22,129.27,14,17,10,8,9,Y
0,1,0,0,1,1,1,8,28.87,5.2,780.61,0.05,36,0.19,43.37,150.12,13,23,10,8,13,N
2,1,0,1,1,1,1,9,23.6,6.3,936.67,0.05,35,0.16,52.04,148.68,14,21,10,9,17,N
2,3,0,0,2,1,1,14,16.18,9.64,1504.29,0.05,39,0.1,83.57,156,15,24,7,9,18,Y
0,1,0,0,1,1,1,2,13.5,2,54,0.01,9,0.5,3,27,4,5,4,4,4,N
0,1,0,0,1,1,1,5,17.44,4.67,379.91,0.03,22,0.21,21.11,81.41,8,14,6,7,8,N
0,1,0,0,1,1,1,6,25.48,3.85,377.68,0.03,24,0.26,20.98,98.1,11,13,10,7,12,Y
0,5,0,3,3,3,1,18,26.47,10.45,2892.94,0.09,63,0.1,160.72,276.72,23,40,11,10,23,N
0,1,0,0,1,1,1,2,4,0.5,1,0,2,2,0.06,2,1,1,1,1,5,N
4,13,1,10,7,6,7,48,39.92,18.93,14308.91,0.25,143,0.05,794.94,755.81,49,94,22,17,65,N
13,67,11,6,34,29,26,251,193.06,41.02,324803.51,2.64,1106,0.02,18044.64,7918.82,428,678,120,23,283,N
17,7,0,16,4,4,1,46,58.17,15.47,13919.45,0.3,162,0.06,773.3,899.84,66,96,32,15,81,Y
0,9,0,0,5,5,1,18,39.53,6,1423.11,0.08,54,0.17,79.06,237.19,16,38,12,9,20,Y
1,3,0,0,2,2,1,12,49.82,4.81,1153.79,0.08,53,0.21,64.09,239.75,22,31,16,7,15,N
0,3,0,0,2,2,1,7,21.02,6.22,813.86,0.04,32,0.16,45.21,130.8,14,18,9,8,13,N
0,1,0,0,1,1,1,2,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,4,N
10,13,0,8,7,6,1,61,67.87,14.32,13914.17,0.32,174,0.07,773.01,971.78,63,111,33,15,81,N
3,3,0,0,2,2,1,15,25.29,7.33,1360.08,0.06,41,0.14,75.56,185.47,16,25,12,11,21,N
15,11,0,18,6,6,1,77,79.12,16.5,21539.11,0.44,229,0.06,1196.62,1305.4,99,130,39,13,112,N
8,8,0,3,7,1,1,28,26.69,13.22,4665.3,0.12,78,0.08,259.18,352.84,17,61,9,14,41,N
0,3,0,0,2,2,1,8,18.78,4.2,331.25,0.03,22,0.24,18.4,78.87,6,16,5,7,10,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,Y
1,1,0,1,1,1,1,9,22.24,6,800.63,0.04,32,0.17,44.48,133.44,12,20,9,9,15,N
1,1,0,0,1,1,1,4,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,7,N
0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,N
0,1,0,0,1,1,1,12,32.7,3,294.3,0.03,24,0.33,16.35,98.1,11,13,11,6,18,N
2,5,0,0,3,3,1,14,14.73,11.33,1891.62,0.06,38,0.09,105.09,166.91,17,21,9,12,18,N
1,3,0,3,2,2,1,8,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,7,10,5,7,15,Y
2,8,0,1,5,5,3,33,42.9,10.61,4825.39,0.15,91,0.09,268.08,455,31,60,19,13,37,N
1,3,0,0,2,2,1,18,38.52,8.74,2939.56,0.11,70,0.11,163.31,336.51,27,43,17,11,24,N
3,5,0,0,3,3,1,30,40.76,13,6889.27,0.18,108,0.08,382.74,529.94,39,69,18,12,35,Y
23,49,0,0,25,11,5,68,61.07,53.75,176429.01,1.09,532,0.02,9801.61,3282.4,215,317,48,24,93,N
4,3,0,0,2,2,1,21,27.14,9.17,2280.63,0.08,55,0.11,126.7,248.8,20,35,12,11,30,Y
58,49,0,3,25,18,21,81,63.84,44.04,123803.5,0.94,441,0.02,6877.97,2811.39,173,268,55,28,145,Y
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,5,N
1,9,0,0,5,3,1,17,20.02,7.56,1142.67,0.05,37,0.13,63.48,151.24,17,20,9,8,20,N
0,7,0,0,4,4,1,20,30.6,11.37,3953.7,0.12,74,0.09,219.65,347.83,31,43,15,11,24,Y
1,3,0,0,2,2,1,28,124.45,6.33,4983.78,0.26,147,0.16,276.88,787.56,45,102,32,9,31,N
12,21,0,14,11,8,4,88,63.91,26.6,45222.23,0.57,289,0.04,2512.35,1700.08,112,177,40,19,116,Y
1,3,0,1,1,1,1,11,23.93,4.57,500.08,0.04,28,0.22,27.78,109.39,8,20,7,8,16,Y
6,9,0,0,5,5,1,38,39.92,10.59,4475.06,0.14,87,0.09,248.61,422.64,30,57,17,12,46,N
0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,1,0,1,N
0,1,0,0,1,1,1,6,16.32,4.67,355.35,0.03,20,0.21,19.74,76.15,7,13,6,8,9,N
6,7,0,0,4,4,1,39,40.82,13.93,7924.63,0.19,121,0.07,440.26,568.75,38,83,15,11,48,N
1,5,0,2,3,3,1,23,42.22,6.43,1744.8,0.09,60,0.16,96.93,271.41,20,40,14,9,28,N
1,8,0,0,5,5,1,46,55.44,9.82,5344.61,0.18,107,0.1,296.92,544.36,36,71,22,12,52,Y
0,14,0,0,8,7,1,57,51.9,15.52,12497.82,0.27,145,0.06,694.32,805.42,50,95,29,18,63,N
11,25,0,2,13,11,7,41,50.98,25.51,33184,0.43,226,0.04,1843.56,1300.6,94,132,35,19,56,Y
2,17,0,2,9,8,1,57,45.09,23.33,24551.51,0.35,182,0.04,1363.97,1052.21,70,112,33,22,63,N
7,11,4,7,6,6,5,54,41.61,18.79,14691.13,0.26,155,0.05,816.17,781.88,51,104,19,14,74,N
0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1,1,0,0,1,1,1,3,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,8,N
1,1,0,0,1,1,1,8,26.11,5.06,667.33,0.04,33,0.2,37.07,132,13,20,9,7,12,N
2,1,0,0,1,1,1,5,20.16,2.92,171.53,0.02,17,0.34,9.53,58.81,7,10,6,5,10,N
18,31,0,1,16,15,11,45,64.25,25.03,40253.51,0.54,259,0.04,2236.31,1608.25,111,148,51,23,66,Y
1,3,0,0,2,2,1,10,12.22,8.1,801.83,0.03,26,0.12,44.55,98.99,9,17,5,9,13,N
1,1,0,0,1,1,1,8,16.5,6,593.95,0.03,26,0.17,33,98.99,9,17,6,8,11,Y
2,5,0,0,3,2,3,7,29.01,6.97,1408.1,0.07,43,0.14,78.23,202.12,19,24,15,11,11,Y
3,5,0,4,3,3,1,26,42.79,12.78,6991.99,0.18,105,0.08,388.44,546.99,42,63,23,14,35,Y
2,5,0,0,3,3,1,26,29.12,12.43,4498.32,0.12,77,0.08,249.91,361.93,29,48,14,12,30,Y
4,11,0,0,6,2,6,17,17.52,19.79,6863.63,0.12,70,0.05,381.31,346.79,25,45,12,19,23,Y
6,35,0,8,18,18,10,124,83.5,27.6,63607.25,0.77,376,0.04,3533.74,2304.61,138,238,50,20,140,Y
3,7,0,0,4,1,1,15,15.21,11.57,2036.57,0.06,44,0.09,113.14,176,18,26,7,9,20,N
0,5,1,0,3,3,1,9,14.41,11,1743.03,0.05,38,0.09,96.83,158.46,14,24,7,11,12,N
0,1,0,0,1,1,1,6,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,4,9,3,8,8,N
4,3,0,0,2,2,1,22,44.55,8.64,3327.5,0.13,77,0.12,184.86,385,33,44,21,11,28,N
0,1,0,1,1,1,1,15,46.36,2.43,273.43,0.04,27,0.41,15.19,112.59,17,10,14,4,20,Y
1,3,0,0,2,2,1,6,23.87,7.73,1425.51,0.06,42,0.13,79.19,184.48,17,25,11,10,9,Y
1,1,0,0,1,1,1,4,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,3,6,2,5,7,Y
2,1,0,0,1,1,1,6,37.21,3.25,393.02,0.04,29,0.31,21.83,120.93,13,16,12,6,13,N
1,5,0,0,3,3,3,9,14.71,9.17,1236.46,0.04,33,0.11,68.69,134.89,10,23,6,11,12,N
5,14,0,1,9,2,1,30,20.68,15.27,4822.86,0.11,68,0.07,267.94,315.78,24,44,11,14,38,N
3,7,0,0,4,4,1,11,48.29,8.9,3829.05,0.14,86,0.11,212.72,430,34,52,21,11,16,Y
0,5,0,0,3,3,1,7,9.52,10,951.84,0.03,25,0.1,52.88,95.18,8,17,4,10,9,N
5,5,0,2,1,1,1,30,42.65,16.96,12266.65,0.24,135,0.06,681.48,723.27,53,82,25,16,39,N
6,9,2,5,5,4,5,32,34.94,17.5,10700.49,0.2,112,0.06,594.47,611.46,42,70,24,20,47,N
1,7,0,0,4,4,4,8,16.8,9.78,1605.84,0.05,38,0.1,89.21,164.23,16,22,9,11,11,Y
4,3,0,1,2,2,1,19,37.73,8,2414.81,0.1,65,0.13,134.16,301.85,24,41,15,10,29,N
3,3,0,5,2,1,1,8,9.29,9.9,910.8,0.03,23,0.1,50.6,92,9,14,5,11,19,N
11,33,0,35,17,16,12,114,56.51,35.6,71598.78,0.67,334,0.03,3977.71,2011.47,130,204,42,23,162,Y
5,11,0,0,6,5,3,46,50.41,19.5,19167.59,0.33,176,0.05,1064.87,982.95,65,111,30,18,60,Y
1,5,0,3,3,3,1,17,33.72,11,4079.69,0.12,78,0.09,226.65,370.88,32,46,16,11,25,N
2,1,0,0,1,1,1,9,37.21,3.25,393.02,0.04,29,0.31,21.83,120.93,13,16,12,6,16,N
5,1,0,0,1,1,1,6,15.24,4,243.78,0.02,17,0.25,13.54,60.94,8,9,6,6,13,N
28,17,2,8,9,7,7,88,61.08,27.12,44908.66,0.55,275,0.04,2494.93,1656.15,106,169,43,22,131,N
0,1,0,0,1,1,1,4,29.33,3,264,0.03,22,0.33,14.67,88,10,12,10,6,12,Y
1,1,0,1,1,1,1,3,8,3,72,0.01,8,0.33,4,24,2,6,2,6,7,N
1,3,0,1,2,2,1,9,16.56,6.67,736.09,0.04,29,0.15,40.89,110.41,10,19,6,8,13,N
2,7,0,1,4,4,1,34,31.49,13.43,5682.93,0.14,88,0.07,315.72,423.05,31,57,15,13,39,Y
12,13,0,10,7,7,1,46,53.34,14.62,11401.84,0.26,142,0.07,633.44,779.84,53,89,29,16,72,Y
1,5,0,0,3,2,1,12,17.05,5.63,539.48,0.03,23,0.18,29.97,95.91,9,14,8,10,15,N
3,57,1,2,29,29,13,126,85.01,36.77,114916,1.04,519,0.03,6384.22,3125.61,192,327,47,18,135,N
1,1,0,0,1,1,1,9,43.92,5,1098.08,0.07,50,0.2,61,219.62,20,30,14,7,17,Y
0,7,0,2,4,3,1,25,17.38,18.2,5757.8,0.11,69,0.05,319.88,316.36,26,43,10,14,29,N
1,1,0,0,1,1,1,8,28,3,252,0.03,21,0.33,14,84,10,11,10,6,15,N
2,21,0,2,11,11,1,58,52.58,18.15,17326.76,0.32,177,0.06,962.6,954.44,59,118,26,16,64,Y
3,11,0,3,6,6,1,37,20.7,20.67,8842.33,0.14,89,0.05,491.24,427.85,31,58,12,16,45,N
3,9,0,0,5,5,5,28,19.69,21.25,8891.64,0.14,88,0.05,493.98,418.43,34,54,12,15,35,Y
2,9,0,0,5,4,4,30,29.87,10.73,3441.39,0.11,66,0.09,191.19,320.63,23,43,15,14,34,N
2,3,0,1,2,2,1,11,33.6,5.67,1078.92,0.06,41,0.18,59.94,190.4,17,24,15,10,19,N
4,3,0,1,2,2,1,21,68.36,7.74,4095.2,0.18,104,0.13,227.51,529.1,43,61,25,9,31,N
6,9,0,0,5,4,3,27,31.86,14.21,6434.3,0.15,89,0.07,357.46,452.78,36,53,19,15,42,N
9,11,1,2,6,5,4,39,40.95,17.25,12185.29,0.24,131,0.06,676.96,706.39,46,85,24,18,53,N
0,1,0,1,1,1,1,10,33.18,4.04,541.07,0.04,31,0.25,30.06,133.98,15,16,13,7,13,N
4,9,1,2,5,5,1,40,37.22,14.78,8127.78,0.18,110,0.07,451.54,550,38,72,18,14,49,N
0,1,0,0,1,1,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,5,N
0,1,0,0,1,1,1,3,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,6,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1,5,0,0,3,3,1,8,14.8,6.3,587.22,0.03,26,0.16,32.61,93.21,9,17,5,7,11,N
7,13,0,3,7,7,1,57,66.4,13.81,12667.99,0.31,167,0.07,703.78,917.14,68,99,32,13,73,N
11,11,4,10,6,4,5,45,52,14.5,10932.56,0.25,135,0.07,607.36,753.97,58,77,32,16,74,Y
9,6,0,5,4,2,1,36,38.05,12.5,5945.41,0.16,92,0.08,330.3,475.63,35,57,21,15,54,N
0,1,0,0,1,1,1,5,12,3,108,0.01,12,0.33,6,36,6,6,4,4,7,N
0,1,0,0,1,1,1,5,22.5,2,90,0.02,15,0.5,5,45,4,11,4,4,7,Y
20,15,0,1,8,8,1,64,58.98,18.15,19426.48,0.36,186,0.06,1079.25,1070.41,79,107,37,17,91,N
0,3,0,0,2,2,1,9,11.78,7,577.18,0.03,23,0.14,32.07,82.45,10,13,5,7,13,N
0,1,0,0,1,1,1,4,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,6,N
9,33,0,9,17,16,8,96,61.92,25,38702.28,0.52,260,0.04,2150.13,1548.09,105,155,42,20,116,N
8,17,0,0,9,5,9,29,34.9,35.34,43599.82,0.41,208,0.03,2422.21,1233.59,78,130,32,29,39,Y
0,1,0,0,1,1,1,7,20,5,500,0.03,25,0.2,27.78,100,10,15,8,8,12,N
0,1,1,0,1,1,1,4,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,5,6,5,5,8,N
1,1,0,3,1,1,1,18,33.76,9.64,3139.06,0.11,71,0.1,174.39,325.53,27,44,14,10,25,N
1,11,1,3,6,5,5,39,46.6,15.65,11417.66,0.24,139,0.06,634.31,729.46,48,91,23,15,52,N
6,29,0,0,15,14,1,78,61.44,23.54,34054,0.48,255,0.04,1891.89,1446.47,103,152,35,16,88,N
1,9,0,0,5,1,5,10,8.25,18.2,2732.13,0.05,36,0.05,151.79,150.12,14,22,5,13,13,N
9,26,0,11,14,13,8,110,70.65,28.71,58255.33,0.68,331,0.03,3236.41,2028.79,134,197,49,21,132,Y
1,3,0,0,2,2,1,12,16.58,9.17,1393.33,0.05,38,0.11,77.41,152,11,27,6,10,15,N
10,9,0,0,5,5,1,28,33.91,19.88,13396.54,0.22,125,0.05,744.25,674.04,53,72,24,18,40,Y
18,17,0,1,9,9,6,52,57.39,30.43,53155.21,0.58,284,0.03,2953.07,1746.53,112,172,46,25,75,Y
0,3,0,0,2,2,1,8,6.82,12.83,1123.8,0.03,23,0.08,62.43,87.57,7,16,3,11,10,Y
0,1,0,0,1,1,1,1,8,1,8,0,4,1,0.44,8,2,2,2,2,2,N
5,9,0,0,5,4,3,15,27.18,25,16984.95,0.23,123,0.04,943.61,679.4,42,81,21,25,22,Y
0,7,0,0,4,3,3,15,15.15,8.25,1031.42,0.04,32,0.12,57.3,125.02,11,21,6,9,17,Y
0,1,0,1,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,5,N
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,N
0,1,0,0,1,1,1,5,16,0.5,4,0,4,2,0.22,8,3,1,3,1,8,N
1,1,0,0,1,1,1,18,25.75,3.33,286.12,0.03,21,0.3,15.9,85.84,16,5,12,5,30,Y
6,21,0,2,12,11,1,38,36.31,26.92,26321.9,0.33,177,0.04,1462.33,977.67,70,107,26,20,48,Y
1,7,0,0,4,1,1,22,23.68,11.42,3090.09,0.09,59,0.09,171.67,270.51,27,32,13,11,28,N
0,3,0,0,2,2,1,13,51.49,5.41,1507.89,0.09,60,0.18,83.77,278.63,23,37,17,8,15,N
7,5,0,11,3,3,1,25,33.08,12.19,4914.15,0.13,83,0.08,273.01,403.21,30,53,16,13,45,Y
0,1,0,0,1,1,1,0,0,0,0,0,4,0,0,6.34,4,0,3,0,1,N
0,1,0,0,1,1,1,6,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,11,N
3,7,0,0,4,4,1,41,47.63,11.74,6563.25,0.19,109,0.09,364.63,559.09,45,64,23,12,49,N
0,1,0,0,1,1,1,5,26.64,2.5,166.52,0.02,18,0.4,9.25,66.61,8,10,8,5,10,Y
0,1,0,0,1,1,1,7,31.02,0.5,7.75,0.01,6,2,0.43,15.51,5,1,5,1,11,N
1,5,0,0,3,3,1,9,19.93,2.5,124.57,0.02,15,0.4,6.92,49.83,5,10,5,5,12,Y
9,3,0,6,2,2,1,17,22.36,11,2705.67,0.08,56,0.09,150.31,245.97,20,36,10,11,34,N
0,1,0,0,1,1,1,0,13.93,1,13.93,0,6,1,0.77,13.93,3,3,3,2,4,N
0,3,0,0,2,1,1,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,N
0,1,0,0,1,1,1,5,23.25,3,209.28,0.02,21,0.33,11.63,69.76,6,15,5,5,7,N
2,1,0,3,1,1,1,5,20.84,3.94,323.05,0.03,21,0.25,17.95,82.04,9,12,8,7,12,N
0,3,0,0,2,2,1,13,20.46,8.8,1584.75,0.06,41,0.11,88.04,180.09,16,25,10,11,15,N
0,5,0,0,3,3,1,14,12.82,9.75,1218.95,0.04,32,0.1,67.72,125.02,13,19,6,9,16,N
1,5,0,0,3,3,1,21,22.65,10.67,2576.83,0.08,55,0.09,143.16,241.58,16,39,9,12,24,N
0,1,0,0,1,1,1,3,14.4,2.5,90,0.01,12,0.4,5,36,3,9,3,5,5,N
0,7,0,0,4,4,1,19,36.6,8.29,2512.57,0.1,68,0.12,139.59,303.24,29,39,14,8,24,N
4,1,0,3,1,1,1,5,16.84,2.67,119.78,0.01,16,0.38,6.65,44.92,4,12,3,4,14,N
2,1,0,2,1,1,1,7,21.07,5.63,666.77,0.04,29,0.18,37.04,118.54,10,19,8,9,14,Y
3,11,0,0,6,5,1,22,37.35,18.67,13013.89,0.23,131,0.05,722.99,697.17,56,75,24,16,27,Y
1,3,0,1,2,2,1,13,19.03,5.25,524.54,0.03,27,0.19,29.14,99.91,9,18,6,7,17,N
1,3,0,0,2,1,1,9,18.26,10.05,1842.32,0.06,40,0.1,102.35,183.4,17,23,11,13,13,N
8,19,0,0,10,10,1,47,46.95,13,7935,0.2,119,0.08,440.83,610.38,39,80,21,14,57,N
25,31,0,26,16,14,10,123,90.59,27.24,67213.15,0.82,385,0.04,3734.06,2467.62,156,229,63,22,176,Y
0,3,0,0,2,2,1,4,15.2,5,380,0.03,19,0.2,21.11,76,6,13,6,10,6,N
1,1,0,0,1,1,1,4,13.84,3,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,7,N
0,3,0,0,2,2,1,5,6.64,5.25,183.06,0.01,11,0.19,10.17,34.87,3,8,2,7,7,Y
0,1,0,0,1,1,1,6,14.69,4.67,319.82,0.02,18,0.21,17.77,68.53,7,11,6,8,10,N
1,7,0,0,4,4,1,52,58.78,18.5,20116.66,0.36,198,0.05,1117.59,1087.39,74,124,30,15,57,Y
10,35,0,3,18,14,13,80,54.04,24.75,33105.44,0.45,237,0.04,1839.19,1337.59,88,149,32,18,95,N
1,3,0,0,2,2,1,9,13.4,8.36,936,0.04,28,0.12,52,112,13,15,7,9,12,N
2,13,0,0,7,6,3,32,26.84,13.43,4843.41,0.12,75,0.07,269.08,360.55,31,44,15,13,36,Y
6,21,0,2,11,11,8,49,43.32,16.23,11407.1,0.23,133,0.06,633.73,702.96,42,91,22,17,59,N
0,1,0,0,1,1,1,2,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,4,N
2,1,0,0,1,1,1,6,14.27,4.67,310.84,0.02,18,0.21,17.27,66.61,8,10,6,7,12,Y
9,11,0,0,6,6,4,25,36.26,22.31,18050.6,0.27,151,0.04,1002.81,808.99,63,88,24,17,36,N
0,1,0,1,1,1,1,3,13.29,3,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,6,Y
0,3,0,0,2,2,1,17,24.6,6.5,1039.42,0.05,37,0.15,57.75,159.91,13,24,10,10,19,N
1,3,0,0,2,2,1,9,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,6,14,4,7,16,N
1,3,0,0,2,2,1,57,166.37,5.47,4976.76,0.3,156,0.18,276.49,909.93,67,89,49,8,60,N
10,29,0,0,15,15,9,72,53.35,25.26,34029.33,0.45,230,0.04,1890.52,1347.34,89,141,37,21,84,Y
2,7,0,0,4,4,1,17,19.61,14.3,4010.59,0.09,62,0.07,222.81,280.46,22,40,10,13,21,N
6,5,0,0,3,3,1,17,25.92,9.43,2304.56,0.08,52,0.11,128.03,244.42,22,30,14,12,26,N
3,9,0,2,5,3,1,27,34.19,10.94,4092.71,0.12,77,0.09,227.37,374.06,31,46,17,12,34,N
0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,3,N
3,10,0,1,4,4,3,44,73.68,12.57,11648.46,0.31,165,0.08,647.14,926.43,57,108,34,15,50,N
5,11,0,2,6,5,5,41,40.21,20,16084.69,0.27,144,0.05,893.59,804.23,56,88,28,20,50,Y
5,15,0,2,8,8,6,37,51.81,14.86,11436.73,0.26,141,0.07,635.37,769.78,52,89,28,16,46,Y
1,3,0,0,2,2,1,6,9.9,3.33,110,0.01,11,0.3,6.11,33,4,7,3,5,9,N
1,3,0,0,2,2,1,6,14.78,12.19,2194.79,0.06,41,0.08,121.93,180.09,15,26,8,13,9,Y
4,5,0,2,3,3,1,35,50.53,11.27,6423.73,0.19,115,0.09,356.87,569.73,41,74,20,11,43,Y
0,1,0,0,1,1,1,3,16.73,3,150.57,0.02,14,0.33,8.36,50.19,6,8,6,6,7,N
0,6,0,0,4,4,1,35,132.09,7.78,7990.75,0.34,186,0.13,443.93,1027.38,56,130,36,10,37,N
0,1,0,4,1,1,1,6,15.22,3.75,213.97,0.02,18,0.27,11.89,57.06,6,12,4,5,12,N
0,1,0,0,1,1,1,3,7.49,3.75,105.28,0.01,10,0.27,5.85,28.07,3,7,2,5,5,Y
10,23,1,6,12,10,8,53,54.22,23.42,29746.87,0.42,215,0.04,1652.6,1269.98,87,128,39,21,72,Y
0,1,0,0,1,1,1,14,66.16,5.64,2101.93,0.12,76,0.18,116.77,372.92,31,45,22,8,24,N
3,15,0,4,8,7,3,40,32.95,14.67,7088.53,0.16,95,0.07,393.81,483.31,33,62,18,16,49,N
1,1,0,0,1,1,1,4,26.05,3,234.41,0.03,20,0.33,13.02,78.14,9,11,9,6,9,N
1,3,0,0,2,2,1,10,17.59,6.87,831.38,0.04,29,0.15,46.19,120.93,11,18,8,10,13,N
3,3,0,5,2,1,1,8,9.55,9,773.56,0.03,22,0.11,42.98,85.95,9,13,5,10,19,N
1,1,0,0,1,1,1,8,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,5,8,5,7,13,N
4,13,0,0,7,7,3,44,44.46,21.67,20870.83,0.32,181,0.05,1159.49,963.27,65,116,24,16,53,N
0,1,0,0,1,1,1,5,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,7,N
1,5,0,1,3,3,3,12,15.47,7.5,870,0.04,29,0.13,48.33,116,9,20,6,10,17,N
2,1,0,1,1,1,1,7,22.4,5,560,0.04,28,0.2,31.11,112,10,18,8,8,15,N
0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,2,N
0,1,0,0,1,1,1,8,24.81,3.94,384.58,0.03,25,0.25,21.37,97.67,9,16,8,7,11,N
1,3,0,0,2,2,1,9,17.66,6.86,830.49,0.04,31,0.15,46.14,121.11,12,19,7,8,14,N
1,1,0,0,1,1,1,6,23.54,4.81,545.26,0.04,29,0.21,30.29,113.3,11,18,8,7,11,N
0,1,0,0,1,1,1,7,91.38,1,91.38,0.03,24,1,5.08,91.38,12,12,12,2,14,N
0,1,0,0,1,1,1,3,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,5,N
0,1,0,0,1,1,1,2,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,4,9,4,7,6,N
